AUS,BRA,CHN,DEU,IND,ZAF,USA
0.2311962894664647,0.0580969167506408,0.2935780181277722,0.0109648346693627,0.0720474008106562,0.2213908773421923,0.208446700788163
0.2193168241354272,0.0579698681815702,0.3054080759504176,0.0100454180952668,0.0760650040957527,0.2291454044710507,0.205178538392155
0.216318071919654,0.061977751085126,0.3220022607115733,0.0077336494862299,0.0854596415827119,0.2514925491540437,0.2079467840593176
0.2212878537348738,0.057001090712998,0.314347251291404,0.0062558252607252,0.0822712824909165,0.2614865196544685,0.2165665371395661
0.2162273169213992,0.0565376000750887,0.3112525867968146,0.0055621778454273,0.0808371592090664,0.2798034677369782,0.2014536521696517
0.2208857177340442,0.0604195795846007,0.3140838378729588,0.0048947171585197,0.0812472911302101,0.3058866951566151,0.1933284660975245
0.2346442414475905,0.0577614390937526,0.2841457056817979,0.0050263343195973,0.0819507347652848,0.2786399110610982,0.1923494813546185
0.230663881816063,0.0595814252899798,0.2500455946715404,0.0064768238284955,0.0891778391110116,0.2786527535573282,0.1941672717642562
0.2415035643149251,0.0661667983816566,0.2208436481686505,0.0053535059249118,0.1062991938165714,0.3046605249367756,0.2040529833132133
0.2681666820113136,0.0614558122245654,0.216433108390169,0.0049917524295757,0.1074488800054992,0.2846946122020836,0.2206407543507851
0.2698018259475603,0.0601294432920932,0.2209324060152686,0.0053210314663378,0.1142116508207457,0.2886546607815809,0.216260033360239
0.2843290027069974,0.0624336414353605,0.2342670000846901,0.0056080642488652,0.1277706425391458,0.313265960170644,0.2191305921744083
0.3121389966598893,0.0564243168952881,0.2416438137230811,0.0066075355208593,0.1217575516348728,0.2715388133604235,0.2292042759089124
0.2922315643544553,0.0534099976798862,0.2566052629025707,0.0085284486314422,0.1188787305523712,0.242888485610673,0.2237966731576915
0.2818535143206863,0.0530171840791975,0.2781993853845238,0.010172623300705,0.1189858297423694,0.2297007021854553,0.2245746882588574
0.2820786368359742,0.0486534538201057,0.2733695698353706,0.0119179415907156,0.1173704149961646,0.1986571399035236,0.2313903672087893
0.2756475991960811,0.0473589881906301,0.2733091606519409,0.0151463727492429,0.1175373476757892,0.1795144922614396,0.2270542834593238
0.2763633464041698,0.048632113493023,0.2776999490228917,0.0157762015277501,0.1194222142119234,0.1713105284240446,0.227769767763142
0.2840331058921728,0.0556783513263758,0.2717505676862867,0.0163833254458513,0.1165403422891663,0.1698451667930045,0.2327003233512349
0.3040459856548636,0.069466889560723,0.2676593773141952,0.0174889493069199,0.115839026755005,0.1810926375923998,0.2314635764160184
0.333991159603922,0.0901239884537926,0.2656204178865803,0.0187223485957289,0.1172157305462879,0.2056962253699344,0.2342888990297534
0.3701656266440932,0.0842426246287027,0.2754101858035206,0.0202603988428411,0.0965416780785174,0.1648502778234784,0.2413656602820827
0.341735112221802,0.0838419146732754,0.2870538959397694,0.0224581880072249,0.0823461304255526,0.1493700256145327,0.2425126155029072
0.3250527387589245,0.0895198554214342,0.2995084987180624,0.0205570573508491,0.0740377293283444,0.1517256239332633,0.2476490377081286
0.3234142994779088,0.0759926574151248,0.3012684392646611,0.0195426234325942,0.0622371018478557,0.1384046828929712,0.2569762852696933
0.3156279525113734,0.0674004770367572,0.3081918318101174,0.0189496946234527,0.0572843612206757,0.1339756363875393,0.2468795579312928
0.315142017025842,0.0634833403795286,0.3197033698273758,0.0202694651361077,0.0574272850771161,0.1391907339966305,0.2406613133256885
0.3226920986319,0.055146041650532,0.3136209396793886,0.0234483896031769,0.0518757902654204,0.1528515639495612,0.2382046956652427
0.3139109128813206,0.0532137398885121,0.3132897765780246,0.0277972666953004,0.0478618271116194,0.1767318150034469,0.2218343608175648
0.3119386874637911,0.05736006281922,0.3199478978650025,0.0319870374363134,0.0453498936423126,0.2130214007359694,0.2090611514766527
0.3158167082055733,0.0564077551056339,0.283570417430079,0.0404398565651089,0.053518661628923,0.2228365456480499,0.2001208824182366
0.2881144380710907,0.0595089386309789,0.2454253541868281,0.0524684898803352,0.0704155005244229,0.243844491947992,0.2006523334518637
0.2719600097172375,0.0675695426897766,0.2044191196204024,0.0596526598897601,0.098510094240945,0.2750480258366777,0.2054121270379152
0.2673506630650227,0.0586878390982418,0.2000006802773248,0.0689574023103184,0.1004319304170173,0.2771028091264999,0.2151424647225823
0.2850493437959216,0.0541581662759616,0.2089672630086901,0.0810727197730799,0.1095193029819106,0.2874163555614733,0.2069576345646883
0.311088775589395,0.0540119315789641,0.2274226899992684,0.0873165176217188,0.1275084160824014,0.3071822877916466,0.2048439356604651
0.341811549761186,0.0467326830860861,0.2382565868130127,0.0951966433538096,0.1208671433575775,0.2587794868373256,0.2091353254057716
0.3343728965085305,0.0422182102429755,0.263938042178162,0.1048648822931254,0.118607527474664,0.2209423315779093,0.1979442504807106
0.3331162252691512,0.0404326578320054,0.2985990554498871,0.1225861725513793,0.1206992635897554,0.19455630189821,0.1935818162819031
0.3365237546671699,0.0387584274492043,0.2980837133043598,0.1425849577724205,0.1142359547964796,0.1705497667846988,0.1958636563360975
0.3406449982230072,0.038821897091406,0.3018369241244306,0.164183316771166,0.1115482072125265,0.1528554797845392,0.1837215353306402
0.3495284445402987,0.0405589812969065,0.3096184258122469,0.1773692839408583,0.1127314833783511,0.1407565321421737,0.1798197713076655
0.3655226089743563,0.0515913020144672,0.3045076757047628,0.1932400587297659,0.1034342171162045,0.1574396255645698,0.1840528285189881
0.4050711842928328,0.070497884012738,0.3014786427961635,0.2120827238102302,0.0985341594418653,0.1846075648171965,0.1789802852037701
0.4598892583817833,0.0982189330269835,0.3011431769214864,0.2017841148572954,0.0978112085119836,0.211698805725979,0.1810081843729599
0.5215080825053922,0.0908984394636552,0.321532580264785,0.2016807352434357,0.0706346628153581,0.2092991809120237,0.1900264577139422
0.4872567312128374,0.094431608408786,0.3441406061882825,0.2123044136143078,0.0545918206113293,0.2215881282403705,0.1878206650045678
0.4551568250429607,0.1090089980084944,0.3669836576032619,0.196253979430418,0.0472115578573027,0.2504235092811505,0.1941113423239629
0.4300712203434794,0.0921291723801643,0.3574088842284896,0.1979771067139513,0.038259528063138,0.2617559099011769,0.2085643707872673
0.3997914457128438,0.0839891365129099,0.35374730825391,0.2184180482635006,0.0363930194270898,0.2852050523024355,0.1995319897758474
0.3789637232945457,0.083944371150569,0.3560356862941446,0.1896145916548912,0.0394158138232879,0.3195238601192148,0.1982616712204793
0.368108339392006,0.0661246988604057,0.3318174975633858,0.1737534821687154,0.0401883093691424,0.3279542836908981,0.2048781300621283
0.3501432571487267,0.0553237495163052,0.311988843794412,0.1709248979351181,0.0440508679215733,0.3508373958036653,0.1832852160913768
0.3387282938481161,0.0505845398153029,0.2981320365940336,0.1595935194356702,0.0513076292757411,0.3872497576716446,0.169053206160871
0.3333995171305806,0.0493966212612798,0.2525165868803818,0.1574281203992944,0.0555463537940387,0.3505119292632672,0.1625655153981072
0.3059206358459854,0.0524581648651847,0.2057860920926337,0.1646943994653728,0.0705417734872982,0.3379505160818031,0.1587571075551108
0.2873457278232857,0.0605413498020105,0.1709495950121315,0.16373031086061,0.0994372284640546,0.3490662525625654,0.1649590600102011
0.2778429241890119,0.0580417708164769,0.1821333502872515,0.1669673808001682,0.0977807669538027,0.3199375805928458,0.1809421570248514
0.298319009151083,0.0587165141133987,0.209134528095491,0.1753907972248644,0.1021395387054914,0.3051760249794277,0.1715364636547758
0.3221987222946101,0.0624763500280828,0.2508750461854583,0.1621801561694608,0.1135789749614,0.3061713497522644,0.1752324774591225
0.3467109275790566,0.058093225642166,0.2661282529639434,0.1539630771047747,0.1044515983945642,0.2557093086316117,0.1899919777322005
0.3392651439987323,0.0563320105575729,0.2917413592081078,0.1503997342803978,0.0989925375900038,0.216550522548673,0.1798010972909175
0.3383063924802845,0.0569717843535892,0.3222273136691288,0.1397274629221574,0.0971538753390998,0.1910775421884681,0.1836888066587821
0.3430498689120353,0.0533708782351819,0.3258605285796507,0.1351944340717606,0.0895131525763105,0.1728678903561978,0.1976867070557075
0.3583120173848376,0.0518105238138704,0.335719211900854,0.1362824065422756,0.0852640721436403,0.1607555913285447,0.1916258146021652
0.3789379666901811,0.0527239281147728,0.3504628556536739,0.1350883258331075,0.0840947695808157,0.154865645905968,0.1979773083262186
0.4040764706411726,0.0583006210522129,0.3465462743958355,0.1408591325719446,0.081210512275542,0.190894834299298,0.2125724118003444
0.4527833971165823,0.0677075713455003,0.3456770518558469,0.1535903314061326,0.0816605432838522,0.2394849910860465,0.2156679061472419
0.5109002385957915,0.0813013221325053,0.3472924627640256,0.1527795468023044,0.0854134833321396,0.3012817603302917,0.2293319633963991
