AUS,BRA,CHN,DEU,IND,ZAF,USA
0.3011107780372147,0.0535949796154836,0.1164527938222068,0.0023991030536712,0.0211235559535537,0.1293134140784941,0.175742123185808
0.2903736361924308,0.0475376915981031,0.1039106409286543,0.0009894916793367,0.0221244827657175,0.1597933376040436,0.1534769971604401
0.2830645413427622,0.0456218056628076,0.0961283969807749,0.0006843289332181,0.0247264603981797,0.1967181563926682,0.1417803840386205
0.2792236673912045,0.0316218165507178,0.0808357395776739,0.0007871652114663,0.014882023166684,0.1685606348251914,0.1397416375467472
0.211220053105478,0.0218684808479145,0.0697227576510153,0.0009414046952546,0.0092953123340465,0.1494113584946421,0.1331039853997395
0.1606366961283315,0.0154516263095572,0.0620366005637243,0.0012436149412851,0.0068365246954339,0.1381966875510026,0.1326654962784227
0.1265137426542928,0.0127054326035723,0.0581422487656918,0.0019493408273837,0.0061419250574175,0.1000331871820197,0.1372313832223164
0.0960784848264354,0.0106396422573759,0.0566130633518539,0.0025572240502994,0.0059190532165787,0.0724653393104847,0.1365737889265768
0.0736638581367204,0.0092155472525579,0.0572589912767515,0.0028017334128551,0.0063325623525369,0.0554927424381164,0.1412727825376739
0.0590467965067348,0.0076398303909713,0.0544327277754837,0.0030357031869442,0.0068018898193683,0.0411371093770514,0.1506514917034846
0.0528983127467135,0.0065888124006121,0.052647824201907,0.0034337454679284,0.0076532052130313,0.030455083869198,0.1477643230284453
0.0486622691543339,0.0061029056492604,0.051807907528832,0.0037695678921913,0.0090705785568908,0.0226931525058289,0.1501476462282538
0.0462808536715633,0.005709155841509,0.0485275227805318,0.0042643031985087,0.0099999601719687,0.0180867677903127,0.1583440799403215
0.044443737307952,0.0057215036150209,0.0460810436160789,0.00486121465171,0.0112363906783394,0.0149265440134525,0.1539675057372341
0.0449867220219423,0.0061081525072639,0.044501546186416,0.0050205409088865,0.0130368814875249,0.0128178334448624,0.1537812243382323
0.0481016726970989,0.0075492066871658,0.0415048739587908,0.0055070844922406,0.0132246678532318,0.0134663003975787,0.1584543619125541
0.0771398668743018,0.0104768223912087,0.0393682282160298,0.0060076798867348,0.0140914307473126,0.016255201115046,0.153646903055284
0.1296090627282389,0.0158611289989654,0.037984478598405,0.0067991278908062,0.0157279611580084,0.0214714805866712,0.1534421789132997
0.211830256203868,0.0179662500012622,0.0396246582405623,0.0076328955810114,0.0175152862561952,0.0229969089362498,0.1580641077861811
0.2033081589646775,0.023091496061598,0.042373645574525,0.0085206505142279,0.0225744209965854,0.0283286189308721,0.1608022118117126
0.214702064749321,0.0317984865557264,0.0464036514316964,0.0113725910413418,0.0315052476162206,0.0372630653050686,0.1700879154010606
0.2441377363348819,0.0315937133823547,0.0454719750764515,0.01613932841989,0.0252420099016387,0.052125251877337,0.1856689045541489
0.2266106545200206,0.0336750160156042,0.0474511612861543,0.0231295415333226,0.0263017037839885,0.0875087004004276,0.1810110716827119
0.2215176248326745,0.0383509633865334,0.0525817360315217,0.0229121987857809,0.0365477629696676,0.1398200285547266,0.1814286514962531
0.2290252631019963,0.0339667996629942,0.0460383754983414,0.0235932640819103,0.0392591776579839,0.1602916403920422,0.1871469946478809
0.2176025369604808,0.0326230870984445,0.0432609673470992,0.0246971577893837,0.0445051906785507,0.185635402830166,0.174662749541809
0.2098255680114193,0.0337114919190841,0.0439605054982747,0.0221262014709894,0.0530168493073326,0.2168873438437165,0.1659160062903755
0.2056176273268504,0.0236858740771646,0.0341258470800702,0.0208246567478963,0.0338889506493639,0.1785691273260948,0.1611830135705301
