Australia,Brazil,China,Germany,India,South Africa,United States
25273.415556211632,146590.81015638576,1287115.7995779857,58786.69411904659,851576.5552,88208.7781985194,561807.5484457054
24006.695437380506,148421.78494273612,1249048.4792838157,57785.20390546125,829494.3809,85005.4671414981,547736.0062336111
22895.70405965878,147499.8957658908,1211407.12109596,56413.76319840849,810082.8772,82742.91691507274,539813.2398860692
22385.975404883608,145089.00843180084,1184360.122608963,55024.7744095519,805239.0963,81703.94453460921,537133.5378233755
22230.54394190601,142666.4704162305,1170663.4949057854,55052.85534262931,821858.5118,81602.01550294583,538214.0663216076
21882.959642119364,135376.07918021735,1181346.7827873265,54901.019445074926,887992.2759,80973.0745301955,545907.8122754961
21133.1102600656,129034.5840536597,1240749.556718797,53871.60134303387,959043.3565,81263.05330681762,559756.7842942775
20535.21633881016,129998.84033212798,1339209.6109375437,54630.20227126429,1033983.807,85101.80126482707,571429.3244470778
19969.634202367677,132432.05361349238,1350092.858849939,55584.549904087566,1100486.412,90533.2902826307,576788.1566510361
19888.259640390348,135001.4812709025,1386138.9024365658,58207.23660174936,1162413.789,95694.02454909892,577453.4371532602
20059.84152244076,137566.76621276588,1427177.7991826958,60592.97340498892,1189625.421,98560.18863037968,576740.889317122
20805.61183368564,139014.4477022219,1460382.4930770183,62750.57853424372,1180034.464,99949.35552318528,573698.5986117292
21829.67063269343,137953.00830873093,1414571.231896271,63946.453457425,1160167.466,99852.09964663535,568068.213550063
22653.576106289445,136872.560283834,1369153.6637513891,63253.55316432695,1129804.016,97936.8261937457,561275.5695008474
24178.712620003877,136900.81488022045,1381219.5007779778,61058.91304271106,1094940.037,95668.49344042604,557672.8310412475
26425.82527560136,137227.26006794034,1398143.6072665516,61161.51639510339,1071023.74,94509.09292706224,559326.3994917482
29095.06571212269,139027.55231724938,1431686.8560018025,64710.24716313595,1041260.722,95011.3217490074,575105.8871152373
32098.1932078025,142408.47272149476,1509243.8975715037,69842.88689435746,1020571.91,97070.480265222,610470.9687301993
33379.54887097504,151652.47864552232,1563159.1757549928,71009.68363173155,1028235.888,98078.80816761796,628464.0124800995
32949.80799638693,164671.02818975342,1581389.3269089314,69488.54551345784,1003365.761,100905.89006986484,625768.6869030751
31691.3813941888,168904.10521661825,1539542.9600597012,67001.60257326989,945720.9558,97917.65289761523,616703.3014429103
30009.91415536264,169805.1841422705,1504020.1339458262,65303.2081558654,899298.0716,91332.51270013166,600414.9996448092
28222.86460527749,168222.72402163708,1450797.18311449,64206.44940047887,859859.8988,85782.5650154124,575869.8784080668
26909.581889795867,162313.53859536338,1367736.873197096,60908.90576837453,824259.5306,81686.2901289095,552160.3952825868
25460.5154105763,156418.7767846811,1280145.3625480626,66004.17512529859,799680.5087,76916.56393456651,505633.0181315468
24034.135060254357,150640.34814886027,1236806.2535500664,64455.2054665902,780695.1621,75692.39355583263,495534.3323731825
23115.48018181892,146776.92976903485,1195308.376974582,63715.02113814179,768108.5689,74945.75524588376,491828.95695382287
22840.52447360231,144082.60152425672,1164328.5425924836,63869.59063156844,764568.5896,75398.74965990386,491920.2751403145
22941.29427802156,143228.0755329884,1147422.1894651745,65298.50624698582,785387.2195,76211.50888799386,499182.0464487234
23061.681310180207,141148.13412457495,1156365.9991960195,68425.09060569339,858722.166,77464.46995711833,524177.8029998953
