Australia,Brazil,China,Germany,India,South Africa,United States
24743.22716139123,150934.25942104647,1082765.829707563,55314.63113650094,851576.5552,88412.74524135738,572238.99330501
23529.823741775726,152328.4491320074,1041661.7065712918,54261.54330956614,829494.3809,85188.92289140864,558322.4706479274
22460.738809762443,151063.25081717438,1003894.8662636578,52887.97056489511,810082.8772,82910.25097335345,550406.1097812089
21987.98829069108,148349.4284171714,975330.2511235042,51473.19630317322,805239.0963,81857.05285527883,547803.8774360054
21859.4363765453,145706.68573897818,960072.1427343764,51474.74647976906,821858.5118,81744.78308032191,548964.114777281
21530.62039452081,138262.53927788025,965832.8703901728,51239.272502160165,887992.2759,81108.62180944665,556909.1424690332
20786.72973107416,131872.22868835658,1016736.3297786335,50065.44451632755,959043.3565,81396.30822692762,571191.9786623655
20170.55547674954,132986.2424869871,1110270.1524825348,50740.34498648113,1033983.807,85242.08875206724,583115.9879611796
19551.677709337644,135856.06824686888,1118153.2723993924,51643.71813977396,1100486.412,90694.08095770224,588627.9675807023
19387.40840194744,139104.59247547004,1155464.9778274572,54287.90940448249,1162413.789,95886.70539048464,589228.6398927815
19458.27819381006,142494.93858114257,1204995.958243366,56817.933233422205,1189625.421,98791.61409049777,588082.5969961935
20098.74231482797,144805.31736645405,1251541.087304575,59202.20260512033,1180034.464,100221.292983232,584359.3176225335
21024.506841690323,144549.13170586515,1219575.4749482686,60633.32573892357,1160167.466,100161.85157454536,578022.1542709315
21769.8432727373,144112.34290364946,1186570.7457124311,60151.32911521057,1129804.016,98276.80416097284,570595.8725230695
23237.22056218477,144613.77696345036,1207615.242132416,58109.24331465704,1094940.037,96030.69176985922,566534.8007912304
25449.03635449018,145229.38377071632,1226877.538253938,58251.5743052569,1071023.74,94884.87019729736,568069.0117676774
28107.704611955487,147116.28622084335,1254942.8765961376,61707.23116723762,1041260.722,95391.16620765984,584128.1300671366
31138.04631911213,150274.26031396203,1321981.4334711947,66661.15376253832,1020571.91,97439.85523360962,620030.1483558118
32466.600165727286,159131.6057279334,1370260.397137115,67732.18518608905,1028235.888,98430.02567726416,638310.9088307841
32104.812968103248,171593.4600462334,1389251.9937251129,66223.98461073008,1003365.761,101230.9653427595,635576.7137786931
30914.29247229316,175270.2315584197,1344745.9377898462,63691.85150963062,945720.9558,98216.604234479,626647.0973624948
29296.74697730254,175647.64596411894,1309429.1383413014,61996.95764355268,899298.0716,91606.8729120471,610348.2785293272
27571.509819398874,173558.80171288125,1255806.1503558855,60893.40194958474,859859.8988,86033.1455841535,585823.5779734253
26320.483750918716,167139.592698237,1169829.0811815765,57546.30033686825,824259.5306,81912.92014665788,562262.9865427944
24824.43638657845,160468.91579455498,1210324.4392245668,44137.0491680084,799680.5087,78689.255790853,538944.5005011918
23462.02128772405,154283.19789046553,1165947.7358558872,42263.11665122968,780695.1621,77286.82032856211,529340.8498260177
22593.64252122516,150099.65381157343,1124406.9853936627,41509.50470485541,768108.5689,76400.06726740593,525655.9294888065
22363.05031982522,147122.8475054316,1092908.6219604386,41501.67674586013,764568.5896,76729.42479939846,525994.6372903666
22496.06812769661,146062.98712669814,1075468.752614292,42763.50109690783,785387.2195,77452.31190320144,533510.9485743555
22638.971935704856,143839.6734818102,1082730.6550745124,45363.33106188117,858722.166,78642.52085557232,559309.1411536676
22313.356871479627,144572.34450847926,1139072.949332599,50333.89696489263,952320.4781,81362.9092108919,600873.0179477949
21806.11334277045,154834.0923080705,1237808.595194898,56153.020758938284,1058694.909,85648.1058933249,633485.9196208392
21305.420802452245,166766.72546339442,1245141.963400272,60118.51110204845,1124971.737,91412.39633676157,644005.0928911789
20941.997991750803,173788.8572236415,1283112.7570991686,62527.78526093595,1192538.798,96858.01913173824,640883.7350018196
20561.55367393305,179090.47481095942,1332809.408388049,64122.39778576112,1227801.278,99847.84648948297,635113.8558029983
20429.82726386968,181496.6372587471,1376060.913861669,65711.29664401911,1219508.306,99688.6006130754,628613.3494681002
21075.148701329414,181592.56465420884,1334491.7096276127,66616.85009172303,1212748.078,99575.9217615282,622876.5526481675
22125.77505358929,186022.95548751185,1294115.357164438,66144.39328905307,1186328.342,98951.5874275108,620654.7972555183
23100.021963806463,188494.0654683003,1311874.870965731,65378.3234550236,1167240.963,99040.170475052,618702.0672723756
25345.009504526926,188335.3449174234,1330299.951794041,65573.92071709523,1157320.517,99592.31204809793,620229.3025465487
27824.96844602456,186966.9547856384,1362906.5401429865,67561.7435106132,1135655.195,100594.7175011889,632933.1944486612
29066.242843510383,181218.94926551927,1439031.556107042,70657.80182894977,1115164.309,102441.6071797582,660213.0301939277
29340.020771501426,180445.402018912,1494425.2938914574,70556.243229969,1114236.521,103888.87670444229,669901.0026271194
29168.74372025756,186652.3596374753,1515097.7974077505,68944.94360506657,1088119.908,106809.65739777338,660437.5263812052
28437.84742258515,187761.3123178706,1468717.3113311536,64314.77978901246,1037405.6,103031.40688710676,644905.6596304573
27125.795242133307,188016.5654245101,1432184.54238325,60911.31498833297,986425.2578,96025.80208215988,621834.1770992671
26009.55843120205,183225.34630853016,1376923.7611672706,58661.53885411343,933907.8426,88097.0730062376,590933.3283214627
25144.04543265306,174513.09416683376,1288138.476677465,54321.51753259989,892206.5463,83768.7185350679,561324.3348868709
24325.524543335705,168064.1345911657,1313837.107759526,49467.07467739333,860960.4115,80987.56429543246,524297.8697238468
23078.150593219765,159925.47803479145,1262454.8254498187,47532.09968106341,836098.2972,79510.75801062219,509032.727016425
22210.374141621687,154667.8696365475,1212806.2195818576,46589.8433612142,816652.0289,78512.87289441102,502334.79871449055
22075.206648012798,151591.15432074314,1176094.2201136183,46394.4769368711,816679.1039,78131.04373637518,500295.9632741753
22658.882815008044,150759.11988136012,1154862.6831574645,47410.41445992154,839525.5178,78371.70869956996,505260.44512821233
23570.35233343175,147923.43148567888,1162752.3409151933,49723.61342054811,906744.674,79303.4284595272,526452.1270284227
24137.162306341368,147959.42696108206,1225953.2113623102,53996.03888863158,997900.7409,82612.4651183315,563767.7405610108
24090.710483944276,157469.12295920972,1334422.2950288695,58740.533339024485,1101633.644,88819.83998191029,593202.2326465428
23554.492834891927,169496.2878539975,1345279.3561065977,62282.65587896651,1160378.38,95639.98299629876,606298.4838230587
22290.39141849587,176693.71415378287,1389814.3232258472,64603.928316078185,1213829.205,100465.61823926396,610561.4537598606
21496.40549613183,181599.98877822637,1446739.39719954,66326.40604597241,1248522.334,102591.05889404433,612373.5583739328
21659.415336223607,180675.77498642,1493683.1083827226,68577.17697155672,1240337.662,102382.53679502076,611467.2920152227
22472.67710151429,184995.8572643201,1443921.8799571649,69324.44396671168,1228913.551,102492.13082184184,608730.078287913
23498.142581917637,187994.06213376977,1396377.9785698918,68328.79090492512,1197412.497,100587.15163834208,606951.1028674835
24335.0129267356,188008.05467375397,1413835.17299896,67528.70837233949,1185028.999,98447.9397496152,604870.9993963761
26289.45485767335,185569.5243933304,1433829.983345095,67032.58275478044,1167851.928,98231.91137639276,603596.9279145506
29066.547779774955,180209.415119297,1471701.367659881,67805.12065206893,1142966.293,99667.13370026888,611913.2385331
30926.41663466476,179656.4689454742,1559282.337477847,69700.94613762364,1126254.603,101289.90258851302,631290.5820929245
31380.71156183232,188308.19644727223,1621119.9386086038,69110.47814058865,1132914.091,103233.81281601648,637447.2733191478
31168.24839267998,189427.4887439794,1645589.362866154,66883.41342497189,1118318.647,108704.00501041811,627637.1994336298
30316.066411098185,188821.09651346933,1594841.1038146494,62259.9768391526,1062186.877,107249.65478465632,614032.279856838
28680.072293550267,183159.68064467012,1553879.4724871055,58309.334247294086,1008368.374,98930.183730469,596017.5289109092
27360.058006109903,174637.2971295443,1491606.9748819997,56400.81442803098,956580.1104,92028.26977930967,571416.2285903034
26384.67493775664,165632.11586132922,1391224.8684481804,52589.93131412444,910774.4593,86787.60510850024,545499.6623821713
25353.77636406968,157956.26987969273,1402332.1370358537,49535.27473466133,874604.417,81755.99811767587,502575.03394023975
23999.14332830912,152531.1272803657,1347990.2822622356,46710.59194332568,850201.5444,80273.84359035836,488286.8339907013
23124.653285026383,149185.2251743679,1295666.135025367,45600.27229925691,830387.1461,80252.62733476803,481306.4442645168
22838.144703689657,147926.36367180338,1251987.3997190497,45062.25743404977,823572.7037,80729.11402792713,477475.1032430924
23348.798225697963,143639.94190138206,1219637.3744820233,45970.96041688601,845891.7037,83599.53121243732,480627.4373661638
24287.63745659551,140744.0044615697,1208737.8131217638,46387.99742965651,913691.1314,87902.4663602224,489951.0655598365
25096.247070428893,146138.44594732628,1238259.5525195317,46518.89238532932,1007744.55,91889.31902141248,506414.2826833749
25154.988562398627,153472.02574179537,1286257.1983809618,49751.83678283221,1105813.666,96942.81283098116,525364.1658839884
24597.65803504045,159470.15187385512,1375322.03850155,53411.39490328907,1162901.269,103268.52920612908,543208.1642480168
23879.153450234884,163478.1784836177,1519438.7952642457,57573.77686107552,1219412.219,107135.34150339784,556256.6565689615
