Australia,Brazil,China,Germany,India,South Africa,United States
26017.1744234951,147772.39752427026,1181381.7994988663,54115.12354673668,851576.5552,90644.45477828926,566549.7225017627
24675.660574353555,149484.54975828654,1141743.1879921232,53044.210084397935,829494.3809,87196.2077006783,552548.6527622619
23505.881997786146,148469.26712476474,1104036.903313351,51669.90077609957,810082.8772,84741.13996660733,544628.7983703874
22944.279675850383,145975.96965408488,1076204.6652717476,50246.21830316058,805239.0963,83532.29065187438,541984.3143325567
22751.141045029133,143493.52739378868,1061700.1020495363,50238.60279240517,821858.5118,83306.87742439672,543101.0787705476
22377.22817431192,136161.30874812105,1069836.3771586828,49974.234030248,887992.2759,82591.7151151148,550909.0583473073
21619.01978280985,129806.5339143806,1124841.4674245631,48750.51617994124,959043.3565,82854.31963854964,564955.2666512014
21046.7698778134,130811.5300710625,1220752.6092861868,49396.5003155598,1033983.807,86777.04713960827,576742.1256233224
20555.951916724825,133363.51895168953,1230083.542148481,50282.26311000015,1100486.412,92453.37539083233,582170.5792182422
20590.86375889054,136117.68732579722,1266784.459769724,52933.88364414211,1162413.789,97994.9267252723,582806.4885942946
20903.726572118638,138907.42103855356,1312217.2988099568,55513.75489327606,1189625.421,101323.7604571273,581896.872273702
21797.222509813088,140589.78979266458,1352324.550966879,57976.33087418771,1180034.464,103196.702218916,578545.0015591463
22959.17047656872,139747.41077740348,1313677.2538171867,59488.7261552815,1160167.466,103551.00857746796,572593.3124293358
23893.29417195289,138842.0631302019,1274682.290535047,59079.59127209805,1129804.016,101996.67998625612,565512.6142997901
25499.45647882998,138999.04096994744,1291393.832053854,57090.20902758183,1094940.037,99993.69213898698,561701.5158112627
27796.084279076505,139404.1493803997,1309527.7559110916,57246.26488544155,1071023.74,98996.4448226749,563300.8239052654
30480.15557948744,141228.00297761007,1340236.6446594065,60669.76713004366,1041260.722,99547.24205761336,579207.4326854829
33445.10643588248,144548.27330195534,1412351.2510663285,65561.94759623102,1020571.91,101481.37894344416,614816.6077312373
34660.25154484815,153687.0925076622,1463350.2083909276,66599.8945909149,1028235.888,102272.87918393363,632940.4485861917
34135.18389528665,166554.19926837244,1481974.3438044975,65096.1636006404,1003365.761,104787.78303568452,630227.4527996499
32781.497251069086,170635.93952835552,1438751.8105373732,62548.4184725505,945720.9558,101487.58635136607,621223.7884573741
31010.359313573623,171394.5613089871,1403335.5859730951,60854.73395604532,899298.0716,94608.79073645112,604930.705575587
29136.598105439905,169674.3449822694,1349905.6494078834,59748.83009631641,859859.8988,88774.87796036655,580394.8676571379
