Australia,Brazil,China,Germany,India,South Africa,United States
49955.65072,154726.4382,1404533.423,88459.58012,686353.992,93498.46213,812739.0473
47472.75082,156587.3527,1359824.537,86626.35265,668556.1929,90195.18867,792380.8436
45291.29858,155568.1737,1316620.037,84317.7875,652910.9018,87873.52336,780918.7802
44304.31616,152989.6921,1285077.534,81910.08775,649006.9094,86855.37334,777041.6985
44015.55607,150411.0401,1268827.659,81879.07641,662401.8322,86818.37841,778604.6156
43337.49127,142725.1279,1279359.608,81377.81122,715704.3483,86192.26071,789734.3577
41847.69227,136051.9888,1344506.598,79224.30275,772970.1249,86520.4603,809768.2964
40641.79019,137087.45,1455684.738,80251.2355,833370.6574,90602.37317,826654.2461
39472.90819,139708.9131,1467116.84,81703.17605,886970.4518,96303.72496,834406.3955
39245.91429,142508.9569,1508889.993,86169.31674,936882.7025,101633.6241,835369.1202
39509.13437,145325.9527,1558909.911,90599.36226,958814.7442,104445.8567,834339.9312
40913.12622,146973.6468,1601638.831,94889.0942,951084.6206,105656.0815,829941.2058
42877.23254,145975.4337,1553941.991,97589.62229,935072.2105,105285.5464,821798.3271
44457.8538,144933.651,1506196.562,97047.6865,910599.8656,103011.7677,811973.7013
47452.30688,145032.4221,1523164.902,93812.84835,882500.1826,100414.3039,806763.3063
51903.22912,145417.7822,1543386.55,94102.11802,863224.1162,99071.05701,809156.0196
57214.78829,147322.8448,1579936.614,99785.32652,839235.708,99582.97277,831983.4712
63221.33231,150844.2359,1665195.201,107875.218,822560.9316,101872.7,883144.8374
65811.99131,160504.8513,1725049.167,109551.8636,828737.9475,103085.5493,909174.6578
65008.64449,174108.3477,1746218.128,107036.3868,808693.1133,106311.927,905275.4213
62553.68078,178476.8426,1697307.675,102728.3531,762232.5313,103279.5828,892159.8077
59252.47718,179347.5931,1656648.034,99887.51141,724816.5977,96365.38394,868595.2071
55739.19761,177610.2348,1595481.401,98026.3229,693030.2043,90559.58005,833085.1666
53170.4879,171324.2049,1499224.096,92344.63955,664337.0062,86319.4571,798783.5672
50168.55178,164335.8323,1433402.3,89417.88122,644526.7969,83769.80434,772842.3658
47383.53626,158270.4974,1383196.413,86499.76539,629224.9801,82352.73923,758846.6043
45598.05856,154216.2883,1335592.549,85244.0605,619080.433,81470.91764,753511.337
45090.13982,151390.1828,1299814.29,85344.72024,616227.2792,81889.37589,753950.4039
45320.10288,150496.3628,1280165.713,87580.07831,633006.6863,82713.88371,764771.9936
45580.37364,148313.0799,1289591.074,92313.62821,692113.214,84027.29758,801929.5421
44923.62871,149132.0762,1356091.764,101295.2227,767551.6168,86965.3605,861775.5714
43936.58692,159769.1495,1470404.481,111433.3875,853287.3202,91545.56086,908791.9848
43008.38102,171875.6638,1479482.727,118315.362,906705.1436,97657.00082,923909.5824
42392.4537,178577.8233,1522738.7,122264.986,961162.8685,103374.2576,919436.3364
41765.89709,183325.4105,1577827.059,124305.1252,989583.735,106417.6902,911374.0205
41641.0444,184991.7226,1624443.138,125972.1116,982899.7626,106064.06,902417.4582
43055.68904,184287.0387,1573688.49,126454.0582,977451.1517,105772.6814,894582.732
45252.32159,188300.2772,1524621.385,124730.133,956157.3628,104964.7834,891785.191
47269.52192,190424.5072,1542981.066,122770.8267,940773.3101,104960.159,889261.5632
51789.95442,189968.407,1563585.966,122923.8498,932777.6254,105493.302,891549.545
56746.36194,188443.3522,1602196.25,126671.646,915315.8009,106553.8195,909744.6391
59184.65493,182624.2196,1691831.052,132657.8505,898800.5486,108588.5865,948857.848
59668.58944,182197.8755,1756605.118,132910.0082,898052.7695,110227.8569,962684.4278
59238.38837,189279.3462,1780138.887,130147.9658,877003.2926,113488.8772,949018.9735
57692.92224,191001.5378,1727551.235,122574.591,836128.5551,109540.1488,926459.393
54994.41532,191793.691,1685615.684,116845.6281,795039.4,102111.1649,893088.2932
52688.92838,187263.8387,1622341.298,113098.8487,752711.3939,93685.04078,848369.9319
50882.55591,178615.94,1521188.407,106031.8229,719100.9674,89134.49952,805436.0352
48278.95412,170711.0404,1503554.976,99958.68497,693917.196,86173.9257,772211.9624
45813.24593,162754.6,1444594.967,96961.76985,673878.8198,84683.79743,750331.123
44099.73067,157698.5143,1387664.588,95390.35939,658205.5091,83687.85627,740649.496
43844.43461,154879.5854,1345547.748,95188.02314,658227.3311,83345.75612,737801.6033
45017.95274,154306.8075,1321180.642,97022.77575,676641.0923,83654.80155,745088.5028
46841.675,151536.7588,1330156.579,101313.5245,730818.4131,84692.4787,776076.9597
47973.60462,151641.5077,1402502.725,109189.3869,804288.4141,88264.83948,830632.0312
47874.05807,161432.578,1526805.996,117561.9391,887895.098,94911.34449,873545.7873
46785.05677,173476.7531,1539212.011,123756.5804,935242.2029,102152.1458,892693.5358
44234.09348,180111.6602,1590295.287,127548.6058,978322.5191,107191.3094,898776.0225
42613.28439,184138.0947,1655689.046,129737.1927,1006284.5,109291.2888,900828.3582
42898.02725,181984.0846,1709707.394,132411.2849,999687.8152,108870.8467,898622.9533
44481.4019,185421.4792,1652848.202,132519.5704,990480.2054,108805.8219,893734.8092
46495.21914,187690.8487,1598510.919,129820.5675,965090.9744,106609.3806,890329.0195
48141.09589,187056.9693,1618656.601,127734.1655,955110.1179,104199.5892,886717.7948
52022.86656,184097.2959,1641616.776,126707.7411,941265.736,103901.3896,884717.8248
57553.61346,178344.1727,1684962.697,128458.1022,921208.4024,105426.3322,897116.4301
61270.72509,178068.5231,1785234.845,132511.4363,907739.1079,107223.4557,925855.1725
62194.12947,187692.9885,1856058.878,131986.7855,913106.5245,109403.3994,935140.028
61796.58864,189632.6224,1884127.172,128185.1008,901342.883,115417.0527,920896.536
60124.06312,189757.7278,1825899.559,120643.7541,856101.7779,113978.25,901392.2974
56887.87281,184524.3837,1778934.68,113994.6187,812725.1208,105143.6143,875316.1534
54280.62976,176259.9791,1707525.43,110823.8368,770984.7968,97830.66283,839751.7331
52360.40984,167493.0588,1592382.474,104667.8325,734066.341,92306.41672,802453.1998
49761.32514,160083.1224,1601112.842,99214.9213,704913.9967,88613.98029,769958.2198
47138.86153,154979.3378,1538701.146,94711.66869,685245.7602,86955.88524,749924.2811
45456.77781,151933.0086,1478700.507,92857.59754,669275.7441,86883.56344,739851.9249
44939.39914,151025.155,1428566.337,92073.67165,663783.4372,87352.70209,734627.4314
45996.12542,146821.3574,1391420.537,93721.84787,681772.1132,90410.1748,739515.5755
47894.46533,143988.0754,1378757.928,94808.76976,736417.1214,95018.93824,754037.0089
49514.67611,149725.5138,1412323.816,95696.40569,812222.3307,99302.65287,779637.8327
49605.23329,157229.0114,1467194.387,101510.7769,891264.1143,104762.9381,808086.5492
48417.16321,162935.3379,1569218.336,107889.9611,937275.6017,111633.7718,834531.2677
