Australia,Brazil,China,India,South Africa,United States
27054.77837,80114.679,567235.7157,197556.89,52779.747,443194
28223.53546,83393.375,559500.511,196275.59,52392.844,438462
29891.22767,85351.488,562904.0255,190923.07,52116.41,436385
32221.87227,85233.318,569845.8593,188157.39,52051.1,435659
34995.50728,83561.822,571376.2287,186261.48,52827.752,436062
36025.40767,78312.58,569938.4659,182023.33,53782.611,442734
36396.97744,75693.064,568541.5668,172904.34,54653.252,456774
36042.60842,79739.756,548478.0457,170986.14,56162.346,473920
34915.7728,80592.438,538442.8464,171732.53,58391.409,474710
33123.4035,81643.199,554778.2424,163653.61,55488.096,464992
31024.90512,79845.851,559870.7792,159575.79,51169.821,446852
29137.48106,76121.035,547344.6688,156994.21,47807.38,422741
27866.12355,71534.13,517907.763,156171.49,45128.625,400246
26360.02191,68239.021,481435.605,153922.09,44065.001,384466
24961.27587,65893.788,464306.2294,151908.18,43371.562,376327
24113.2688,64681.484,447866.8056,149983.14,42932.638,372852
23733.81747,64437.56,434091.8449,149649.14,43446.802,373556
23952.9362,65223.539,423936.4522,151830.46,45123.386,380293
24774.84987,65954.746,420484.8243,156581.38,49806.039,399932
25182.43142,70724.989,430583.7981,163511.27,52337.058,435267
24937.42857,77135.9,445020.1883,172317.41,51668.843,457040
24177.00269,80716.481,468959.5835,182051.5,52731.531,460323
23231.90592,82880.668,511996.5325,192118.86,52712.935,459069
22306.33084,83412.554,540270.5928,195314.28,52626.891,457775
22093.32511,81468.898,560892.9894,195287.28,52649.597,455068
22263.75869,84744.66,553552.6692,192665.4,52357.789,452292
23894.3455,86509.735,557176.134,186731.34,52195.184,450563
26291.7067,86446.305,563857.4048,184878.45,52569.107,448810
29033.57189,85259.351,565264.3702,182699.09,53060.868,449143
30689.7324,79594.796,563759.8944,177761.93,54513.877,454782
32549.50259,76977.157,562275.1304,170045.56,54779.841,466064
32474.84495,81020.345,542419.4042,168212.63,55516.016,480860
31687.48962,81554.002,532467.6571,168167.78,58181.563,482494
30241.94454,82396.975,548839.5027,160105.11,55523.982,473194
28790.18101,80347.167,553977.4644,155640.96,51263.406,456070
27307.02606,76397.986,541505.4619,154702.73,48028.127,432273
26368.28849,71755.359,512367.1674,154756.07,46090.509,410656
25262.84215,68127.336,467990.1094,152998.41,44884.281,393965
24104.12871,66016.115,453300.9883,150272.98,44009.474,386300
23376.75465,64805.718,439262.9979,147427.87,43636.055,384258
23221.88639,64414.157,428973.9408,147086.77,44089.208,385448
23331.05587,65288.456,423844.7055,148745.71,45765.339,392289
23691.76808,66000.851,427652.3347,154089.56,49790.079,414238
23708.86613,70403.794,450298.6337,160790.7,52274.152,451700
23013.84369,76426.587,487947.2177,169330.54,52154.739,473836
21937.90044,79624.508,489549.0921,177039.98,53534.44,474883
21114.00421,82075.896,501841.802,185179.12,54205.997,470140
20635.93081,82448.19,517754.5404,187704.08,53886.621,464807
20532.82136,80370.088,532329.2575,186744.94,54141.237,459404
20865.55897,83585.058,516498.6211,184819.44,53714.69,453846
21879.02113,85600.085,500544.4679,180489.29,52542.985,450863
23844.98604,85504.01,506489.1723,176257.22,51777.525,448219
26675.32393,83685.587,513153.8068,174171.25,52196.953,449173
30217.97781,78467.613,525637.7585,169783.06,52459.027,457422
33057.40154,76744.777,554615.6211,162275.73,52627.863,473848
33795.79431,80144.06,575114.5171,161389.86,53430.994,493599
33052.03215,80673.264,582362.321,163452.91,55399.77,498449
31596.40873,81289.048,565870.4773,155339.15,53850.519,490678
29553.31128,79343.348,552241.2226,151294.57,50626.982,475425
27737.38797,75333.654,531854.5561,150701.2,48390.222,451438
26764.31527,71133.919,500323.3273,150201.93,45927.917,429485
25629.3174,67759.863,476354.8991,148251.47,44705.79,415764
24631.14344,65729.841,460901.5647,145490.42,43785.732,408602
24001.14478,64562.418,446186.4895,142830.37,43190.663,406678
23966.67214,64246.793,435311.586,142670.85,42917.53,408207
24864.66376,65232.646,429901.7381,144778.48,43329.2,415969
27065.83411,66007.362,434057.2573,153084.04,44123.762,438889
29279.46058,70188.582,458087.0312,163375.32,45710.572,476352
29412.18895,76038.313,497894.1237,175524.42,48235.465,497211
28560.90114,78908.709,499646.7647,185043.62,50890.549,499131
26900.64839,81501.025,512427.9762,191193.76,51654.702,495818
26147.44344,81651.856,529245.8677,194063.24,51858.24,493316
26364.42647,79550.289,544554.4904,193755.13,51241.359,489101
26801.88967,82490.832,527626.6174,188488.68,50622.91,485891
27866.43363,84449.603,510927.5536,182656.27,49771.613,483895
29896.42875,84088.831,517351.8548,186023.05,48521.25,482157
32894.15821,82970.983,524397.6118,185560.07,48164.597,483575
35620.7736,78334.024,537617.5868,181287.74,48808.231,490697
37114.4537,76289.291,568162.9879,173208.81,49624.724,505566
36892.30347,79968.627,589887.744,170453.1,51723.629,524156
35267.94024,79944.228,597480.4543,172784.45,54180.641,529975
33317.26747,80517.323,579934.4907,164048.34,51642.555,523094
30921.614,78218.801,565502.1629,159514.73,48373.353,507530
29075.66495,74448.261,543815.5501,158379.64,46179.714,484302
27774.49338,70616.691,510596.0902,157251.56,44299.478,463463
26465.21207,67368.769,506671.9373,155039.83,42989.933,450136
25123.34249,65131.638,486842.8038,152970.04,41861.537,444548
24319.92128,63933.886,467869.9589,150732.39,41017.559,443515
24083.47831,63841.227,451930.4203,149782.4,41031.515,446316
24882.21476,64826.741,440242.1093,151091.39,41643.926,457105
27292.53816,65962.996,436282.9018,156607.38,42307.401,482053
29610.71477,69913.037,447824.5106,164425.95,43832.921,520420
30152.96677,75163.267,464445.2615,173986.35,46369.912,540031
29355.52904,77617.426,492718.7036,183099.81,48844.383,534805
28055.47789,79436.363,542544.4125,190768.47,50135.599,519942
26671.0097,79187.047,575028.7987,194367.24,50388.184,504696
25787.41974,76442.303,598614.3532,193919.73,50353.091,489202
25448.33659,78317.932,589568.5069,189948.13,49936.264,474941
26008.92879,79707.052,593907.673,185082.35,49159.308,464400
27342.67155,79346.247,601793.8048,186413.56,47966.222,455494
30385.85435,77222.467,603346.8624,185427.48,48303.75,449936
32450.79775,73102.154,601537.2404,180853.23,49109.76,453659
33756.86233,72781.35,599489.8475,173896.07,49708.676,467260
33982.49993,76490.786,576134.7485,170322.37,51546.375,489602
33259.14462,75884.08,564714.7521,172061.38,53509.379,498748
31665.03839,75854.545,583915.7595,164227.2,51076.367,496287
29788.65309,73685.892,589522.4255,160206.62,47548.973,487881
28070.94807,70694.15,575017.2887,159169.62,44977.155,472528
26946.49499,66919.798,541599.8366,158195.46,43079.299,456693
25716.6836,64014.259,519809.4589,156420.35,42047.99,445516
24606.22746,61814.053,498987.6328,153432.03,41229.223,439736
23837.98898,60547.197,479213.5535,151617.72,40937.621,437269
23675.42603,60023.862,462594.1388,150838.44,41703.381,437456
24428.06823,59593.248,450445.0303,151633.18,43729.059,442865
26557.66536,57784.371,446380.6895,156608.82,47858.409,455015
28907.27184,59096.799,458515.0948,164342.52,50912.177,472465
29253.9916,61672.493,476210.6705,174360.03,50727.876,484957
27859.79569,63312.934,506004.2402,183311.05,53173.321,484169
26293.18718,64208.17,558348.1943,190322.06,54283.373,472026
25019.12244,64353.459,592092.9129,194835.3,55065.743,454973
24681.92831,63658.257,616556.1859,194246.75,55154.643,438283
24785.2956,63489.849,606680.4421,190169.84,54515.873,422422
25267.51432,63319.821,610880.89,185058.11,54378.013,410459
26365.67322,63155.709,619370.7398,185121.03,54210.414,401236
28643.86914,63333.905,621168.6295,184857.46,54816.321,397467
31100.37157,64284.068,619398.6339,180889.19,55706.856,401123
33193.54099,68037.737,617458.6793,172767.07,55469.477,413543
33687.56014,71522.148,593099.3196,170994.6,56499.348,434369
33151.01365,70311.606,581221.5513,172838.6,57000.517,443783
31375.21219,68007.453,600857.7204,164468.73,53751.923,442528
29365.73989,65098.665,606489.4134,159893.81,49884.575,436203
27760.22511,62083.054,591329.98,159647.77,46599.468,424514
26817.63942,58691.712,556422.6585,158942.16,44337.199,411628
25551.72,56151.181,534838.0068,156494.98,43275.881,402058
24299.56832,54545.624,513126.2738,154019.38,43188.011,396742
23525.27824,53420.665,492737.4883,151393.83,43030.386,394894
23370.07008,52699.365,475624.9848,150364.08,43213.28,394750
24196.30752,52011.624,463191.6819,151926.58,44909.108,398311
26340.83447,49256.812,459091.5135,157637.21,48917.991,406138
28418.65069,49806.228,471713.4793,165913.21,52249.539,418332
28454.13207,51113.79,490452.8071,174512.95,51816.18,428977
27495.96924,52356.997,521866.886,181608.32,53431.818,430330
26170.97648,53578.961,576661.8233,191420.95,53961.19,423007
25624.87967,54621.961,611460.279,196037.79,54341.928,412508
25107.13035,54847.575,636623.6776,194290.95,54145.929,404237
25109.59422,54612.793,625579.3498,189726.09,53371.85,398634
25712.92919,54715.439,628909.7251,184206.08,52451.847,393239
26674.0152,54865.58,638156.6806,184720.66,52957.728,389567
28956.50611,55742.733,640425.5244,183277.07,53843.491,390367
31877.42582,57621.738,638758.2733,179997.11,54775.655,397735
34276.39116,62314.27,637322.9818,172710.24,55048.693,413047
35011.05057,66775.989,612207.9093,170609.45,56009.191,434381
34508.38841,66163.25,599847.7471,172707.15,57320.791,442625
32664.2626,65111.973,619405.8841,165575.4,54179.745,436711
30604.68505,63647.716,624742.2264,160715.71,50267.079,422096
28782.67859,61034.081,609142.2147,159766.45,47083.676,402695
27687.57754,58300.172,573089.746,158939.97,44918.889,384967
26325.77531,56098.122,551865.9758,157075.92,43298.071,373244
25053.61351,54782.735,530038.4706,154276.99,42777.205,367640
24149.98018,53872.039,509427.0392,152121.22,42507.995,365896
24065.47976,53798.207,492128.0543,151299.65,43014.698,368035
24806.79841,54147.218,479473.7483,152612.04,45099.8,377114
26814.54489,53320.465,475240.6676,157375.98,49503.707,400698
29034.78444,55823.333,487651.0194,166181.52,52755.055,439886
28624.84108,59115.175,506385.57,176258.26,52074.743,460196
27036.49608,61440.083,538497.8683,182447.03,52908.579,458587
25945.68147,63242.794,594119.5986,188106.88,53206.499,452474
25053.57965,63862.878,629329.2444,193603.23,53627.473,447004
25300.51445,63328.135,654748.4308,195680,53855.12,442228
25558.98527,64834.523,643431.2382,192736.83,53478.072,438225
25990.90434,65717.842,646705.6191,188094.14,53094.432,435750
27160.08064,66118.058,656392.0174,187035.5,53392.8,434000
29279.59801,66216.565,658705.3717,185812.82,54718.141,434229
31797.45823,65271.856,657081.4917,180834.06,56063.036,440333
33666.37628,66857.615,655501.2437,173835.51,56295.392,453775
34249.48507,70650.808,629758.2082,170566.76,56421.806,470073
33398.94778,69979.416,617338.8301,172092.36,57208.522,472331
31768.11706,69650.534,636608.3467,164584.65,53880.08,461742
29951.97974,68220.71,642048.4958,159437.39,49936.645,443067
28462.6953,65192.086,626497.1579,159610.29,46930.801,419040
27335.82858,62216.222,590505.5006,159467.79,44747.133,396817
25960.29016,59755.921,563431.5395,157269.33,43833.506,381530
24598.63433,58084.389,541655.1756,154912.83,43480.936,373705
23625.41534,57203.026,521054.0585,153125.56,43275.021,370909
23326.8543,56864.214,503818.5012,151950.24,43662.374,371676
23535.29137,56912.476,491142.7005,153682.22,46205.213,379444
24329.99983,55344.697,486920.346,157026.28,50018.634,400312
24978.5864,56726.011,499122.1304,164203.63,52652.629,435670
24533.34898,59131.497,517819.7785,173525.25,52231.77,455479
23804.83165,60710.054,550002.0447,181453.73,53571.234,455716
22922.33439,62373.567,605665.3117,188499.3,53356.999,451804
22332.18043,63513.243,640776.1091,195023.21,53507.619,448073
22146.38508,63320.331,666144.9262,194854.45,53431.91,443132
22034.12652,64622.105,654826.809,191746.38,52972.89,438648
22420.74639,65448.589,658031.5238,186469.88,52663.245,436753
22956.56312,65780.991,667816.716,186130.35,52835.764,436267
24524.05724,66046.156,670130.2845,184065.14,53457.44,436570
26930.9805,66110.21,668603.3616,179604.64,54054.001,442660
29328.88781,69365.703,667109.4482,170002.1,54276.232,454565
30033.89706,73151.543,641400.1191,168001.23,55332.945,470722
29879.11862,72400.045,629030.7247,171522.62,56810.129,474259
28759.51816,71721.319,647949.9479,163825.39,53672.017,465890
27640.26615,70022.946,653513.3961,159872.04,49806.527,448472
26647.04544,67184.268,638104.5756,159046.61,46498.036,424846
25740.21174,64018.091,602400.1762,157688.79,44659.804,403637
24582.83915,61448.784,558563.2622,157871.94,43257.634,389387
23376.28071,59790.875,539800.6071,155835.4,42253.889,381847
22619.05167,58811.829,521742.4511,153618.05,42405.606,379147
22383.93072,58541.287,508539.2534,152874.26,43132.863,380057
22441.10302,59303.414,501343.7539,154565.94,44941.964,387527
22892.48196,59742.574,505062.2406,158786.66,49610.535,409691
23050.50061,63076.6,530316.8311,164281.33,52677.258,447401
22463.29656,66778.954,573371.7513,170743.53,52357.604,467407
21205.81775,69144.317,576936.5784,176314.23,53560.705,468534
19969.68603,71176.236,593825.9944,183379.96,53484.218,466109
19009.96942,71873.37,614333.4278,187916.95,53615.38,462935
18840.66551,71298.03,632280.9528,187674.86,53704.217,458447
19138.93686,74291.917,613811.3872,185661.59,53659.875,454044
20162.68473,75906.904,594159.0374,181383.14,52912.914,452354
22166.42324,76070.867,600747.6743,178755.17,52454.734,450806
25227.6939,75976.981,608610.4493,177079.32,52732.681,450522
28583.97872,72945.399,623253.1046,173027.46,53157.051,455999
31137.48158,73239.388,657458.289,164666.6,53772.464,469052
32265.38643,75917.555,681742.5795,162061.65,54048.474,487081
31914.1905,75724.123,690597.2051,166376.95,54920.615,492359
30443.89011,76121.714,670955.2498,158811.6,52245.978,486982
28448.67262,74011.407,654817.4371,155737.29,48796.616,472901
26898.17204,69851.98,630916.0542,156092.12,46508.864,450805
25882.87427,65674.444,592556.8305,155373.55,44304.934,430110
24762.40707,62573.992,567422.0755,153602.29,43030.636,418831
23719.96425,60747.224,548309.1009,151425.81,41965.457,413794
22984.59,59762.343,530021.3886,149040.31,41833.109,413135
22981.233,59611.804,516664.701,147878.83,41999.979,416321
23845.84465,60881.19,509383.3157,150453.17,42445.252,426456
26092.94388,62193.453,513065.3457,155172.37,43025.187,453187
28374.65012,66214.975,538191.4345,164893.27,45215.161,492911
28501.03103,70856.249,581025.5273,175974.32,48353.648,511452
27325.32787,73120.844,584960.1045,182310.23,50615.503,504769
25855.7829,74738.674,602325.0763,188325.5,51572.675,490654
25055.95467,74756.233,623011.3999,195337.37,50599.206,478021
24680.3658,72391.985,641021.0844,196859.02,49772.992,464981
24901.50748,74598.631,622404.5034,192592.04,49448.496,455013
25703.68149,76208.3,602618.1539,186618.26,48590.495,447255
26798.92805,76637.734,609227.234,186981.42,47724.612,441469
28638.63218,76158.838,617080.4026,186148.41,47380.1,441025
31491.00002,72579.355,631807.2035,182398.8,48043.627,446130
32963.90804,72599.765,666126.2683,173370.85,49274.206,460627
32980.10683,76198.183,690286.1283,169196.6,50956.836,483874
32422.97007,75668.648,699227.4704,171685.92,52743.531,494789
30880.96564,75457.612,679661.8538,164122.21,50606.825,492431
28995.72828,72791.681,663556.4246,160368.53,46824.991,479767
27557.42252,68878.457,639614.8397,160930.3,44835.243,459011
26668.96605,64596.561,601033.831,160413.27,42600.826,439964
25477.21332,61466.327,590456.28,157330.12,41109.03,428198
24335.20147,59670.896,568919.9463,155004.78,40296.709,422135
23554.42185,58663.641,548320.543,152932.43,39876.216,421525
23484.25873,58603.604,531159.8797,151792.18,39873.513,423134
24274.78558,60024.674,518599.0315,153911.44,40240.469,434253
26505.25538,61546.062,514500.0259,158481.07,40676.118,459401
28881.72587,65738.145,526827.7783,165380.17,42772.029,497066
28957.39643,70702.852,545971.62,174601.57,46640.983,513178
27984.97664,72801.107,579915.6646,181713.57,49071.612,503314
27174.15917,74311.685,637014.3713,188529.21,50182.942,485537
26165.85884,74293.834,672120.1227,194029.65,50015.701,469434
26035.1235,72119.358,697009.2237,195578.15,49776.433,456872
26121.32529,74288.266,684193.8459,192745.66,49513.353,446762
26692.09274,75885.102,687236.1333,187482.58,48716.967,440371
27925.15869,75871.019,698017.4039,185841.16,48181.238,435520
29699.71809,74578.558,700705.4322,183645.53,48288.315,434080
32298.77923,71264.632,699458.2678,180320.92,48789.096,437787
33270.15076,71628.305,697674.7026,173253.73,49992.383,448097
33358.63055,75025.167,670869.6587,172083.24,51577.319,464125
32759.66144,74308.839,658970.9246,174444.34,53486.253,469095
31233.24867,73937.968,677121.1178,167934.33,50894.19,464522
29408.67475,71585.092,682113.2815,163363.62,47329.261,455313
27963.4944,68284.926,666620.9005,161270.25,44633.498,438904
26856.66143,64106.288,630906.7894,159455.76,42621.45,423375
25623.76569,60876.635,597803.6847,157354.5,41452.655,411231
24391.73012,58831.469,576390.7136,154651.12,40486.936,404432
23556.67051,57645.617,555888.3576,151911.51,40696.813,402024
23442.52327,57153.871,538792.4578,150836.83,40784.465,402805
24241.30265,57123.236,526277.9742,152228.18,42697.337,408490
26407.25919,55785.372,522177.8075,157166.18,47658.613,421129
28497.36431,57753.44,534325.733,166230.2,51238.007,438584
28141.39872,61121.053,553270.0255,175724.98,50552.439,451876
26791.53451,63385.993,587392.9646,183168.76,51575.979,454226
24820.08143,64761.925,644398.5093,189671.9,51594.255,447514
23770.73288,65064.547,679326.9598,193575.46,51541.528,438434
23792.22059,64473.343,703882.4373,194416.76,52080.124,428247
23972.74063,64405.335,690709.3253,190219.33,51809.358,418299
24733.34379,64437.786,693778.0265,183991.59,51587.864,408604
25554.91649,64424.784,704778.8194,184875.73,52130.401,402328
27648.72339,64555.896,707466.2315,184992.05,52970.442,400667
30585.17714,65379.328,706261.9524,181611.43,53410.043,405865
32815.7941,69746.736,704332.6628,174699.78,54360.755,417418
33190.31603,73710.395,677283.6446,171704.91,56190.452,438100
32672.71277,71896.572,665703.6859,174870.37,57895.295,447571
31382.17409,69355.07,683731.3424,167629.2,54696.026,445261
29554.84854,66152.339,688434.9352,163771.98,50433.917,437865
28051.04065,63087.617,673156.1086,163662.84,47203.53,426235
27103.35234,59709.092,637861.8636,162852.26,44767.23,412725
25895.84286,56968.361,602763.4836,159691.44,43489.386,401741
24670.56841,54961.408,581566.2934,157157.34,42955.271,395686
23901.25992,53532.432,561396.4933,154602.3,42539.774,394625
23800.77054,52785.69,544566.4304,153431.01,43154.307,395496
24548.60786,51940.579,532211.3388,155644.08,45104.367,399670
26587.42374,49373.809,528176.9355,160412.5,49279.408,407294
28938.18881,49492.843,539906.4249,169961.99,52181.982,419394
29152.9645,51183.818,558473.1788,180623.23,51244.019,428597
28395.11615,52618.931,592711.931,186022.92,52001.848,428954
27399.46014,53946.893,648952.4471,192327,51799.398,420691
26626.71869,55307.873,683314.2815,196523.3,51845.498,409875
25719.75843,55563.783,707090.7644,197306.14,51974.472,399908
25323.55409,55684.551,693821.8064,192052.74,52295.796,392756
25610.50516,55966.818,697444.1938,186892.11,51907.021,386772
26769.42096,56511.148,708410.3336,187898.14,52205.723,382860
28137.09272,57490.644,710861.2993,187533.5,53010.97,383932
30642.89172,59710.584,709605.0422,183867.27,54455.924,391881
32647.73865,64565.777,707274.7955,175741.03,55084.843,406504
33088.81505,68275.311,680126.8764,172631.14,56340.347,428402
32655.58069,67891.197,669016.6116,175355.75,57802.174,439148
31124.74144,66547.937,686840.1986,167664.03,54212.421,434302
29358.38807,64733.207,691572.8234,164545.32,50278.21,421198
27873.32226,61517.709,676608.6113,164475.28,47120.358,401578
26881.63015,58861.336,642103.1851,163377.05,44868.565,382913
25594.22255,56397.998,603449.4362,161780.23,43388.209,370861
24458.22533,54801.718,582892.3186,159176.68,42799.073,364623
23536.72254,54053.251,563300.7648,156549.3,42995.626,362410
23410.74188,54145.83,546950.3181,155718.25,43580.677,364476
24149.20731,56148.387,534925.88,157559.43,44992.906,373395
26176.16637,58589.293,530986.6726,162953.92,49117.693,396872
28291.77445,62720.323,542504.6618,171691.61,52754.306,434240
28435.70328,68075.861,560544.1953,181775.23,51503.603,452887
27098.64216,70816.84,593574.2747,187095.53,52183.89,449576
25899.02961,73236.064,648049.5025,192576.77,51976.862,442108
24563.21812,73669.159,681372.332,197207.8,52556.008,435579
23557.23025,71164.823,704667.2948,197869.87,52022.554,430519
23472.09425,73232.077,691807.8234,193002.49,52471.336,426226
23474.63511,75026.387,695183.1865,187169.64,52379.215,424698
24172.52999,75092.286,705866.3145,187371.68,52494.23,423066
26161.96063,74653.808,708375.2523,187136.39,53138.803,422672
28555.56848,70800.461,707201.4154,183697.55,53664.883,427388
30689.91662,70780.49,705191.8607,174772.1,54270.141,439200
31346.47101,74156.437,678915.07,172192.01,56221.804,455703
31136.24426,73682.324,667995.473,176281.86,58120.043,459530
29838.09828,73836.794,685172.4747,168866.13,54692.235,449322
28565.92768,70850.92,689826.9671,166286.41,50447.231,430335
27367.9059,66684.917,675282.5107,166821.72,47912.304,405306
26508.36165,62426.429,641790.6295,165724.17,45493.143,382005
25232.6745,59220.193,602271.3664,163848,44485.865,366446
24039.70805,57258.838,582052.5523,160987.07,43904.103,357859
23263.65266,56489.044,562665.472,158343.56,43860.077,353442
22889.2075,56570.582,546511.879,156996.35,44218.033,352867
23192.65886,58192.971,534676.6965,158198.94,46167.157,358864
24085.75821,60395.847,530799.4302,163325.81,50213.802,378104
24840.44358,64269.662,542568.9586,171917.7,53219.766,412708
24567.22396,69342.19,560603.1295,181607.14,52231.629,430637
23438.13025,71621.979,592778.1881,186428.39,53126.107,430358
22221.92965,73788.904,646378.3504,192747.69,52760.53,427706
20848.04644,74300.518,679252.6064,197009.28,52711.664,425292
20965.90795,72259.951,702449.7059,196425.03,52852.509,423288
21462.09704,74696.561,689849.5279,189604.08,52554.953,422575
21495.20998,76878.391,692699.2519,184298.64,52618.608,422950
22856.12504,77035.641,703188.8936,185802.92,52763.191,422974
25025.00529,76296.342,705832.6846,186342.96,53265.917,421671
28111.74092,72396.256,704785.7219,184074.82,54267.164,424764
30351.43637,72391.277,703224.9864,175284.2,54545.721,434001
31072.30079,75999.935,677598.375,172069.35,56007.61,449618
30901.17141,75332.186,666599.9359,175768.23,57622.754,455576
29590.77482,75443.184,683374.6691,167082.06,54315.836,446938
28189.60279,72489.093,687703.1112,163198.3,49910.424,430076
27107.98169,68191.233,673412.0987,163342.34,47496.555,406358
26246.36594,63962.831,640241.9876,162638.52,45478.717,383930
25089.33196,60826.644,596000.7003,159756.05,43253.004,369535
23963.56772,58881.252,576803.8392,156982.55,42892.747,360953
23078.16254,56586.714,558573.1577,154333.61,42984.418,356909
22783.98817,57493.073,545175.8249,152782.23,42907.711,357267
22809.27894,59792.495,537724.6849,153761.69,45132.507,364501
23312.7932,61623.849,541467.0967,157832.09,49789.331,384730
23430.28367,65461.525,566268.7796,163108.8,53253.726,419558
22648.51145,70388.197,608309.216,169188.15,52271.292,437274
21424.40748,72823.382,612122.4602,174895.98,52971.402,436538
20214.3457,74907.317,628933.3821,180962.31,53429.274,432217
19575.62722,75310.025,649342.5903,186337.58,53655.517,429278
19708.43073,73100.851,667013.8007,187062.95,53672.635,426501
20498.78783,75519.176,648085.0656,185034.01,53432.615,424706
22279.25508,77617.766,629348.2781,180008.13,52676.194,423906
24836.67883,77893.7,636053.5386,178468.57,52458.311,422822
27884.54534,77254.843,643823.8615,177557.71,52823.634,423615
31505.15,73149.125,658563.323,173824.83,53000.406,429822
33241.75774,73013.273,692190.0587,164462.46,53190.648,440329
32929.61679,76728.522,716053.9596,163673.8,53802.122,455687
31975.79719,76222.824,724819.2067,168748.78,55615.922,461306
30227.75484,76297.854,705351.1262,163215.76,52906.524,453612
28355.89166,73794.259,689808.5108,161115.46,49838.284,436021
26769.65842,69309.504,666917.46,160424.78,47484.059,413044
25797.83713,64753.274,628974.7752,160366.11,45557.716,391393
24642.39359,61369.817,609443.7058,157837.53,43878.459,375844
23509.05058,59443.073,589263.78,155221.3,43422.498,367872
22863.09445,58578.599,570159.7119,152901.92,43429.518,365248
22780.39349,58627.668,556088.38,151315.39,42919.396,366559
23482.41651,60196.821,548250.5308,153210.22,43966.96,375523
25637.64027,61886.547,551904.9889,158175.2,44974.227,397276
28161.73143,65791.402,577417.3668,166265.71,47331.337,433315
27997.63749,70980.426,620990.4557,175832.09,49888.634,450977
26544.66138,73651.211,625342.3846,180237.67,51990.555,448619
25449.17579,75923.29,643236.0392,188430.27,51993.464,442640
24596.38142,76290.447,664791.3356,194647.05,51547.865,437727
24505.65811,74087.245,683323.1432,196454.26,50926.242,432766
25023.9913,76732.343,663612.1133,194802.56,50241.758,429560
26410.57956,78777.819,644064.8434,188931.51,49591.929,428013
28643.36876,78950.626,650857.5338,186892.4,48860.911,426346
31945.48034,78205.69,658864.3667,184332.33,48505.045,428024
35202.73164,73969.721,674086.5272,177852.56,49399.935,432416
37519.92851,73583.925,708992.1463,168738.56,50035.182,441706
37146.54086,77208.679,733601.5103,165491.25,51921.095,456838
35788.14886,76407.178,742959.8913,167261.15,53340.108,463838
33365.63111,76600.007,722837.3764,159619.16,50874.727,457293
30914.06149,73591.351,706648.6347,155481.83,47567.343,441945
28709.08081,69575.13,682708.122,154616.86,45325.871,419476
27288.1375,65311.579,643268.4139,153955.07,43326.489,398514
25858.38632,61888.947,640258.4639,151448.64,42187.97,383792
24513.52241,59886.08,617159.9418,147884.46,41279.7,375576
23785.63386,58895.594,594922.811,144723.62,41106.56,372164
23619.80927,59002.088,576519.2217,143126.41,40991.901,373752
24357.15029,60386.468,562963.0774,143717.16,41198.567,382004
26483.11161,62130.158,558414.3121,148367.37,41972.469,403836
28882.642,65808.023,571254.5381,155143.01,44201.325,438871
29160.13427,70422.681,591939.4424,164264.23,47450.425,456220
27325.15919,73105.567,630768.2404,167665.76,49465.511,455715
25167.74442,75060.852,693074.2038,173173.75,50346.684,450466
24281.9549,75422.328,730699.6141,177901.28,50208.515,445212
24297.95107,73238.566,756498.4294,179419.84,50080.79,440790
25052.86132,75521.902,741084.5917,179667.77,49666.075,437353
26363.51085,77556.015,745368.6791,176824.89,48658.818,434934
28483.67656,77627.27,757831.1386,172683.96,47765.621,432147
31412.53937,75979.027,760552.316,171555.65,47454.189,430528
34147.18415,72318.152,759237.7275,169503.03,48176.679,433917
35581.03714,72502.995,756393.2824,162142.11,48837.507,441811
35474.79942,76080.818,725888.6772,159884.83,51448.692,453941
34644.77592,74784.955,713919.7586,162168.95,53869.502,458393
32676.63854,74628.204,733594.6525,154396.3,50695.454,452305
30397.7313,72342.023,738729.8915,151770.13,47223.068,440768
28003.96181,68784.161,722380.0883,151922.92,44686.07,423871
27033.44219,64700.19,684601.3943,152151.94,42657.177,406451
25762.69809,61584.613,652384.9646,149733.94,41677.113,392907
24311.73862,59463.113,629371.554,146390.87,41063.104,384810
23555.96602,58102.377,607252.0674,143797.31,40995.53,382182
23514.47981,57610.219,588953.1142,142752.28,41203.777,381667
24217.24872,57416.738,575498.1274,143784.21,43339.653,387080
26446.48933,56223.821,570976.1075,147729.97,47687.299,397497
28759.33133,58302.373,583728.4811,154565.97,51311.736,413700
28850.97779,61506.814,604394.7711,162348.98,50474.135,425897
27338.16289,63698.116,643014.7218,166406.85,52231.389,431936
25293.12759,64673.658,705005.6193,170846.49,52465.288,429325
24539.1921,64819.788,742413.4853,174531.82,52727.896,421543
24379.51303,64275.456,768070.7925,174867.22,53093.891,411760
24422.96268,64354.154,752711.1413,173858.3,52846.95,401826
25481.74453,64811.909,756865.61,170390.81,52612.811,392816
26984.48152,65004.841,769212.4789,168378.44,52795.722,386623
29190.77269,65170.441,771949.7115,165660.11,53535.941,383082
31245.585,66003.168,770671.9818,160552.52,54192.694,387244
32912.84436,70666.305,768017.1072,152512.5,55479.961,397956
33382.30421,74172.604,737871.1806,148563.65,57871.801,416714
32858.53321,72083.132,725784.0486,151711.66,59239.489,428311
31324.0163,69524.844,745313.7964,145527.61,55657.944,426862
29364.53407,66323.15,750497.6726,143039.79,52238.252,419360
