Australia,Brazil,China,India,South Africa,United States
26295.43253,63707.507,863118.3482,194754.85,54419.808,540547
25323.97513,62686.216,884557.9189,196016.48,52947.871,567620
25643.82958,64697.256,860114.5774,195743.67,51691.116,590798
25808.32147,66177.683,839631.1811,192702.69,50566.002,607961
26263.73394,67216.396,848776.84,194072.67,49719.509,618775
27701.50115,67928.637,858335.0291,193887.71,49603.2,623556
30931.27761,67453.043,877003.9773,190032,50985.226,622829
35199.7685,72848.039,917466.8048,185357.87,54777.194,612940
37451.46745,71873.415,947152.4708,185712.4,58897.347,592167
36258.81389,69337.955,957556.6541,195129.93,57649.995,571942
34772.36662,68584.521,934097.6761,195339.44,54661.481,549566
32911.06769,65368.925,915418.1832,194525.39,51502.33,516241
30811.82387,61224.49,887047.395,193572.6,48083.759,480172
29088.41834,56870.187,839560.2214,189782.47,44478.566,450261
27664.90181,53941.465,808439.0345,184807.87,42079.869,427742
26503.11237,52185.005,783789.3037,180974.59,40807.97,412419
25408.62075,51440.967,759233.4946,176787.93,40092.862,402323
24727.69292,51557.79,738208.7148,173867.22,39797.484,398752
25056.09146,52893.344,723337.3052,173288.32,40166.228,406816
26938.25239,54558.071,718783.6854,176410.87,40900.443,419954
31027.22818,57967.518,734841.278,182377.74,44082.662,433638
34170.75408,61792.035,758415.8487,185713.22,48255.337,459313
32835.49503,63407.845,800989.8953,188366.78,51608.487,489184
29471.78675,64637.433,868529.6566,194711.28,52728.432,518634
26110.43165,64523.253,911033.8028,199802.76,52211.953,547072
23542.34716,63527.951,939904.5874,200376.28,51445.247,573197
22285.5896,65313.833,926239.5255,200353.11,50145.354,597142
22528.43448,66825.71,933512.6419,197272.83,48822.902,615110
23551.46899,67497.46,944970.683,199638.84,47552.743,625744
25889.85909,67569.429,947231.3234,200750.58,47213.813,632004
29284.97269,67008.32,945032.3925,195358.49,48572.445,631043
34007.11881,72686.022,939447.4227,190826.86,52039.889,619554
36315.78535,71670.673,906428.3576,189599.86,55917.254,598030
36034.71455,68958.422,892389.149,195057.82,54794.23,576078
34820.13721,68030.121,914299.482,194059.73,51486.207,552523
32643.51908,65291.633,919803.8473,192823.15,47927.111,520630
30351.00714,61560.772,900821.8349,191162.67,44473.407,485432
28754.15491,57207.947,856878.6835,188826.83,41847.822,453610
27271.28041,54164.314,825905.9036,186058.59,39951.382,429633
25929.02334,52180.617,798336.5589,182034.03,39094.929,412656
24740.94317,51018.399,770423.8633,178402.9,38782.204,400605
24162.5957,50620.136,746579.8464,175604.72,38604.414,393794
24446.3665,51012.112,729219.0507,175113.14,39125.56,392962
26335.542,50894.723,723304.423,178128.84,40335.291,394358
30644.41383,52047.004,739533.0899,183707.94,42393.797,401945
33492.94275,54440.511,764811.5912,186056.18,46783.869,424897
31231.80993,55982.503,813514.0881,188781.11,50892.052,457648
26985.5733,57001.412,891272.5309,197074.69,52941.932,493497
23232.63304,57415.358,938972.2811,202459.6,53218.626,527554
21182.13149,57214.986,971555.6172,204811.87,52474.477,557777
20091.19024,57154.015,954593.186,204927.98,51168.235,583387
20209.42208,57393.905,962431.4194,204614.44,50502.214,603544
21047.38191,58133.834,977810.5987,206375.7,49873.346,619834
23733.94785,59126.716,980873.4079,205537.32,51056.034,631898
28026.1603,62071.836,978430.6953,199706.83,53290.263,638418
32761.54931,69343.545,971601.9232,194377.21,56547.604,631829
35174.49153,70245.298,932225.9386,189821.28,60363.217,610452
34154.37778,66900.183,917215.3439,194359.79,59118.24,587058
32824.19922,64220.114,941133.8661,193450.92,55063.513,562167
31029.97166,60638.216,947750.5019,192957.08,50798.552,529362
29047.26512,57338.845,927317.4454,191480.95,45290.532,494372
27721.64252,53595.179,879555.3035,190608.56,42052.499,462755
26420.46253,50576.171,835506.9275,188426.68,40228.024,437008
25170.76445,48565.283,807813.6878,184988.26,39729.012,418015
24050.00609,47317.441,779905.7628,181885.2,39683.171,404579
23479.51117,46593.788,756159.5161,179408.96,40295.95,396283
23702.03115,46151.84,738819.694,178780.85,43262.662,393113
25511.3948,44595.355,732952.0443,180403.41,49212.096,390812
29247.75959,44286.241,748955.268,184647.18,53504.362,396345
31815.95377,46433.094,774243.9075,188159.45,54940.671,422042
29550.41415,48594.719,823372.1138,192666.85,56273.688,459935
25770.90556,49972.184,901140.9316,199827.34,58112.308,500650
23594.35158,50609.629,948873.4879,206660.98,58174.655,541668
22509.81851,49867.849,981240.3799,210188.86,57962.041,577521
22452.62272,48666.896,964315.8752,210210.86,57592.176,605592
22213.78262,48130.514,972403.6003,207819.42,56401.456,626640
23331.72003,48971.792,987640.1248,209559.8,56603.181,642632
25327.82355,50991.863,990497.9284,208017.77,57798.152,653250
28891.08134,55096.892,988031.6294,201899.55,59982.233,658401
33005.00284,64300.37,981018.2155,194401.42,61849.611,651745
35195.82452,64842.45,941493.6038,191923.46,65200.933,632835
34571.60435,63165.7,926611.593,195616.3,64361.453,611611
33439.30947,61550.285,950780.3333,194489.29,60165.338,586434
31803.58603,59047.105,957538.4141,193874.93,55200.978,549665
29624.59796,55578.023,937075.8881,192505.68,49722.789,510288
28107.38466,52531.747,889346.1898,190568.97,45760.813,478859
26906.5941,50312.291,839871.358,187439.59,43345.957,453722
25696.59881,49033.412,812375.4389,185719.78,42535.094,436164
24590.75743,48466.303,784728.2858,183777.85,42154.616,425196
24066.30841,48709.062,761312.3646,181856.34,42706.804,424424
24343.42321,50259.017,744228.6291,181753.41,45665.312,432906
26137.1957,52589.554,738406.068,183498.01,50901.994,448220
29696.07111,56351.236,754362.7393,186693.48,54949.27,467852
32077.2076,60655.844,779550.1589,190049.38,55976.509,499516
30144.95211,62659.94,827968.6026,195389.98,57153.213,536746
26305.46338,64120.697,905130.5671,203864.78,59046.309,576048
22991.38088,64523.879,952513.8732,210804.93,58668.534,614112
21902.20832,63750.317,984562.4316,213432.2,57074.859,646892
21327.14916,65717.135,967686.4498,214267.01,55611.8,672846
21785.81819,67395.969,975472.3206,213290.72,54466.371,688189
23029.01775,68189.747,990560.7479,213284.5,54777.402,696958
25737.69472,68754.623,993329.8299,210499.34,55793.317,698731
29129.72463,67806.112,991042.7784,202777.47,58032.448,693977
32619.52471,73145.658,984305.5417,195852.93,59848.085,681366
34187.00657,72763.859,945347.1733,193832.47,63652.001,656129
33203.69336,70501.832,930503.0567,197087.24,63234.084,630519
32241.58382,69623.979,954658.6315,196015.73,59252.446,600388
30863.92929,66303.874,961433.1229,195529.08,54588.696,560565
29236.15237,61963.606,941239.9847,195744.03,49458.649,519608
28336.24362,57858.324,893756.5181,194120.61,45693.688,485292
26933.83823,54939.772,838410.57,192351.56,43209.012,459903
25487.12262,53099.807,810996.1864,190186.22,42440.156,442543
24266.7853,52254.37,783539.8864,186950.41,42254.325,430496
23484.93706,52248.46,760247.0735,184861.56,42855.033,426550
23442.19116,53300.816,743368.7076,183524.36,46305.602,435491
24212.90661,54870.911,737619.0169,184932.94,51429.204,449792
26005.53895,58647.29,753808.9715,188052.31,54500.246,468009
27121.80006,62859.445,779041.008,190347.33,55155.326,494800
26493.10207,64614.354,826903.9681,194655.37,56156.395,524236
24291.17774,66179.076,903675.3884,201229.22,57089.76,557762
21739.76249,66222.143,950777.2271,206756.59,57137,592329
20379.39636,65389.979,982831.8549,208662.33,56096.714,624789
20285.78558,67627.38,966216.5212,210062.47,55149.401,651893
21047.66224,69438.298,973787.7047,208904.87,54183.919,670721
22683.20323,70362.488,988675.0132,210832.81,54478.082,683034
25179.99132,70741.462,991533.8689,208621.42,56079.915,687319
28480.62856,69522.619,989268.3667,202459.08,58067.814,687123
31330.54285,74218.32,982734.0206,195285.25,59905.094,676132
32423.39571,73381.694,944360.1357,194569.38,63338.926,652092
31259.46251,71207.561,929165.8132,201347.65,62547.393,627522
30586.47587,70589.426,952978.7698,200704.06,59098.745,599331
29589.07637,67322.603,959787.0046,199552.46,54325.218,560652
28220.50511,62995.161,939674.8217,199410.8,49073.813,520755
27275.51906,58906.564,892233.7204,197439.15,45146.621,488382
25938.55422,55839.48,817191.6896,194885.46,43128.564,462996
24586.82813,54048.927,792440.9373,190800.66,42223.843,444855
23412.75523,53218.405,768491.6132,187142.22,41942.316,432754
22797.34241,53184.766,750763.5208,185342.54,42191.287,429676
22721.06932,54475.244,740801.2477,184673.13,45212.721,437562
23233.87269,56105.634,745841.7997,185718.73,50881.612,452431
24348.65484,59887.676,778784.3479,185862.53,54287.612,468458
25277.02761,64203.234,834493.2573,186448.87,56493.562,494798
25050.38504,65957.347,837376.0206,188778.88,58777.313,527426
23582.30103,67204.64,858009.0285,195387.34,60287.912,563081
21659.34438,67259.86,884636.3087,201792.14,60221.255,598886
20737.50557,66238.427,907954.7208,204439.04,59888.184,630172
21061.03962,68367.46,883255.7217,205435,59403.414,655687
21387.5524,70077.659,859976.2337,204805.77,58412.109,672033
22902.54996,70837.534,869591.3873,204355.16,58049.612,679927
25471.09729,71377.508,879708.5841,200515.33,58250.319,682123
28834.76067,70610.925,898880.3202,192586.3,59170.453,679529
32519.19156,75337.295,942007.064,183277.22,60260.867,668558
34342.38498,73526.921,974361.0246,183225.03,62425.259,646378
33284.53626,71741.093,984723.2757,194675.13,61594.143,623252
31963.63535,70441.405,959051.0525,196094.11,58136.212,595857
30248.50245,67757.333,938961.6709,196075.55,54370.315,556785
28257.87349,63153.163,908734.4418,196547.44,49928.451,517393
27054.03613,58891.225,858792.691,193269.37,46274.222,485982
25842.71349,55765.558,802968.98,188398.82,43208.194,460104
24866.29881,53644.412,780169.1022,184618.44,42200.254,441768
24046.54034,52891.807,758179.289,181704.44,41438.33,430781
23617.00437,53037.365,741912.3797,179827.63,41465.789,427690
23917.65466,54300.933,732853.2501,179541.49,42656.169,436572
25609.54517,56083.543,737700.5129,181208.74,44376.234,452419
29310.72721,59879.4,768615.4248,184209.93,47030.863,470825
32045.80795,63982.41,821417.6425,188181.24,51807.838,533622
31148.55204,65661.606,823999.4149,193560.55,56728.897,524290
28771.79524,67109.542,843085.3051,203403.87,59830.29,558742
26145.17053,67005.355,867321.754,210605.11,60169.427,594154
25190.04234,66409.91,889127.201,214091.77,59631.386,625787
25250.00806,68869.383,866292.1862,214188.26,59181.088,653546
25845.54254,70725.243,843490.8579,211437.02,58480.017,671929
26700.52493,71738.514,852617.7235,212145.74,57358.354,681102
28529.12607,72133.306,862188.8098,210450.44,57705.82,682936
31739.65843,70985.181,880023.8225,202522.04,59075.682,682926
35319.91066,75199.717,920706.0687,194798.95,60568.396,669652
37209.02787,73657.375,951265.324,191848.61,62272.996,646528
36073.38649,71436.251,960459.3512,197816.63,60484.111,625411
34633.8271,70771.882,936131.0267,196369.19,57151.135,598796
32481.72162,67489.121,917215.3451,195937.13,53165.874,559885
30260.47194,63735.814,888879.9674,195513.68,48978.17,521275
28863.95767,59578.721,842453.4803,192970.59,44945.09,490014
27548.68648,56425.206,795324.6548,190809.74,42521.182,464383
26379.48911,54398.477,771844.4716,187263.78,40505.094,445126
25266.52481,53500.853,748748.8698,184332.25,39664.152,432890
24644.80881,53478.599,729234.4453,182733.8,39735.259,429448
24974.34268,54641.982,715287.5003,182030.64,40457.093,436601
26853.90625,56356.156,710793.9512,184856.7,41196.932,451717
30922.86465,60107.281,725787.5071,186634.34,43409.547,469164
33642.15528,64242.808,748226.8748,186241.56,48706.052,495232
31375.72105,66142.127,786344.4203,187783.88,53835.53,525218
27628.82169,67733.178,849327.1178,195037.35,57239.375,559384
24285.42159,67501.988,889063.6641,200029.56,58853.496,594153
23265.33989,66973.916,916752.0422,201951.25,58509.408,624576
23300.06402,69374.199,904725.4435,203415.17,57354.961,651375
23584.54795,71110.666,910144.3705,202085.87,55978.971,670079
24419.47464,71915.166,920540.7138,202430.76,54458.414,680478
26722.11265,71491.964,922872.4282,200627.24,54390.265,683491
30070.16296,70465.845,921239.0896,193224.64,55523.236,679354
34308.21312,74784.063,917376.3664,183206.33,57923.496,663816
36597.69759,73492.658,887925.4032,179434.67,62199.89,638057
36517.04162,71033.654,873463.6704,188781.91,60764.292,615230
35320.66341,70546.202,893685.4415,190562.66,57159.631,588151
33156.76147,68073.433,899553.8456,190800.43,51938.099,551745
30777.14925,64477.53,881992.3081,191377.66,46975.534,514600
29267.23547,60129.425,840587.6918,190344.38,43035.661,482607
27891.69481,57014.755,797944.9181,186664.18,40764.254,457513
26678.22982,54789.291,771313.3335,183213.62,39818.204,437664
25545.64674,53650.676,745112.432,180401.43,39679.061,424124
24934.42018,53049.713,722985.9784,178166.88,40131.451,415942
25118.49734,52963.966,706798.1584,177601.28,42924.517,413610
26738.8976,52599.837,701036.567,180476.02,48906.681,415188
30548.9875,53973.105,715582.1376,184980.96,52852.198,422562
33022.48664,56879.59,739687.0929,189449.93,54148.661,445270
31362.47117,58696.906,786325.0631,194812.55,55610.526,477393
27571.00242,59776.516,861243.537,206312.2,56857.546,512954
23742.9109,59877.908,906025.9231,214165.84,55937.346,548183
22501.80689,59463.821,936412.7795,218003.43,54276.91,578014
21923.58621,59443.127,918602.9723,219149.17,53739.621,600896
21526.31077,59772.833,924493.3694,216794.01,52451.033,617283
22350.85082,60382.936,940263.6117,217535.68,52805.018,627744
24800.24692,61119.169,943700.877,214179.68,53739.434,634777
28637.71915,63302.586,942046.2963,208177.7,55277.658,636506
33296.48829,69422.26,936899.105,200064.46,57529.813,625311
36065.13494,70496.651,899499.4372,196075.41,62500.485,600992
35543.40969,67570.23,885121.0877,199804.51,62029.257,591338
34135.17823,65425.654,907008.372,197083.08,58266.187,556231
32486.35898,62490.096,913476.0308,196292.21,53018.227,530934
30592.74092,59204.125,894410.6504,196725.38,47691.716,488917
28964.94544,56006.446,849832.8814,195966.74,43283.528,464599
27437.14857,53215.589,800359.6686,193609.7,41584.501,441108
26103.59312,51281.424,773887.147,192038.58,40745.823,422848
24915.0971,50032.484,748050.1662,190264.58,40607.358,409139
24259.05654,49249.002,726334.5289,188377.86,41047.087,400719
24417.71398,48559.932,710501.2396,187824.13,44710.006,396025
26218.61258,46899.955,705171.3094,189119.59,49259.199,394372
30170.85537,46298.916,719385.437,192568.89,53454.533,398079
33094.20761,47731.605,743188.9793,196825.26,54132.69,419939
31928.82359,49474.885,789944.4609,202417.25,55092.505,451429
28772.68656,50870.129,863833.3804,211132.39,56038.983,486429
27091.35645,52164.512,907877.3259,217511.69,55928.856,520431
25855.57891,52013.683,937542.732,219774.34,54975.416,550633
24622.39822,51511.238,920215.4035,219674.11,53836.657,573939
24703.16642,51447.073,926497.4505,216964.72,53316.7,591880
25721.47436,52155.207,941529.4465,219134.77,53790.38,606147
28431.36306,53930.607,944672.9121,217069,54701.834,616473
31803.02888,58235.721,942982.059,210192.7,56991.943,621639
35103.85988,66020.133,937749.6845,202323.06,58536.495,613410
36673.53785,66035.627,901007.3628,198630.23,62695.957,593143
35554.29792,64653.157,887213.6466,199991.2,61559.227,573489
34090.11186,62984.511,908645.163,196190.43,58253.89,549148
31901.83519,60960.775,915189.2197,197393.58,53403.952,513912
29681.93544,57549.84,896110.7552,198120.88,48703.915,477178
28354.2612,54402.99,852098.0401,196016.38,44755.67,448301
27037.226,52054.209,792139.1736,194574.44,43510.786,425796
25640.95296,50667.134,767474.0315,192642.02,42629.599,410639
24256.29006,50084.398,743346.8158,190202.97,42188.778,400786
23561.11316,50374.925,723156.8136,187210.04,42694.479,398199
23691.28643,51827.745,708504.9383,186681.84,45417.101,407283
25237.67636,54064.488,703839.9457,188395.05,50717.245,423895
28687.13942,57842.62,717472.9071,191654.84,54294.885,442368
31509.04644,62337.95,739851.2042,195773.9,55171.339,469692
31191.39283,64719.883,783329.5339,201099.72,56141.655,499925
28619.77383,66279.05,852251.4361,209632.75,56786.21,532035
27046.10012,66528.938,893328.8904,215569.73,56053.955,564601
25581.69029,65674.213,921233.0499,217837.98,55125.714,595160
24584.1634,67821.441,904993.8212,217432.8,53966.255,621838
23471.98672,69253.742,910516.4671,214320.87,52700.643,641659
23719.27843,70214.395,924404.2434,215408.23,52904.18,654154
25739.80237,70773.417,927364.7473,213969.2,54009.491,658713
29519.80801,69830.359,925837.5258,207703.97,56363.069,656799
33644.02557,73972.663,921480.4494,198251.86,57933.478,643708
35665.03196,72938.053,887583.7474,194156.03,61835.487,620111
34826.41922,71000.516,874849.7119,199680.33,61649.094,597335
33734.58577,70566.505,894533.4294,197749.26,57506.082,568521
32173.04707,67537.423,900508.092,196856.45,52820.732,528186
30377.64428,62947.283,882588.6736,195834.07,48036.949,488382
29128.88602,59155.86,841351.909,194113.9,44521.475,455927
27481.51812,56229.02,778464.438,192097.74,42662.064,433140
25962.26938,54433.753,754882.9132,190448.61,41880.6,415998
24582.16272,53598.176,731675.1643,188428.91,41227.26,405328
23735.22984,53584.518,712366.5859,184871.17,42159.475,402383
23562.36804,54599.681,698371.5019,183889.76,44988.526,410687
24163.99319,56201.951,693880.2485,184173.35,50398.311,424719
25671.37236,60004.151,706932.5497,186601.37,53601.271,443358
26502.4973,64330.975,728328.224,189817.92,54468.537,469075
25964.8819,66293.392,769937.4636,194433.33,55133.903,499557
24080.12596,67691.505,836299.7128,201880.35,55686.298,533478
21760.94059,67514.469,875567.4124,206372.63,54978.349,567190
20177.77329,66744.546,902190.8073,206892.22,53978.345,598208
19755.12774,68980.639,885968.5681,207823.39,52828.073,624575
20095.36281,70848.397,890632.982,205353.55,51934.015,641028
20868.78677,71700.332,904365.7783,205246.27,52061.797,650093
23074.50964,71991.824,907476.3099,205132.93,53148.085,653908
26731.11719,70534.556,906374.5347,199501.61,55827.18,651328
30760.95346,75263.916,902724.7203,193638.36,56994.815,637222
32606.35133,73984.959,870373.6746,191584.24,61618.095,612796
31786.9307,71741.083,857984.6327,196633.17,61445.876,591446
30840.83281,71498.221,876168.0479,194191.76,57784.597,562884
29504.89244,68434.626,881841.8136,192218.49,53389.714,523800
28140.39343,64025.401,864856.7554,191611.96,48593.485,485242
27310.07287,59823.539,825591.1471,189632.89,45377.769,455144
25856.43008,56722.216,751800.1623,188634.84,43647.645,431842
24416.88113,54711.746,729740.4839,186642.66,42467.829,414496
23266.86193,53965.309,707819.9613,184370.41,41994.173,403995
22807.84471,54178.301,692457.1288,182424.44,42564.721,400977
22684.73701,55203.567,683469.1923,181719.02,45491.831,409903
23175.47604,56659.594,687356.8575,181036.32,50422.766,424527
24457.91148,60334.316,713652.2824,179593.1,53888.834,439125
24785.47582,64383.99,756472.974,183571.83,55274.963,461404
23742.01904,66410.021,763125.3183,188077.84,56328.62,487696
21435.27517,68020.971,783975.261,194490.55,57143.843,516041
19355.44743,68119.307,808638.5357,198480.09,57146.284,545557
17949.47051,67280.868,828421.694,201318.55,56170.192,574198
17161.54387,69525.607,806975.2515,202527.67,55154.163,598381
16720.79567,71647.921,787611.9369,200104.25,54219.469,615737
17719.68117,72644.999,794577.7147,199816.6,54203.188,626190
20935.02244,73090.604,803028.6071,198219.62,53826.245,630348
25438.89414,72113.404,819700.8303,191958.56,55429.117,629618
29662.1691,76127.355,856061.6663,184765.32,55794.74,618298
32019.28892,74262.183,880190.7883,181054.28,58948.192,595187
31548.85983,72620.885,890850.6915,189751.99,59069.471,573954
30696.17657,71829.146,871086.6173,189643.69,55982.335,547485
29251.3706,69200.502,854378.636,189215.05,52616.048,510938
27717.66493,64687.442,828705.1615,189241.65,49096.82,473811
26615.91598,60370.754,785520.8036,187570.82,45558.002,443533
25486.98418,57378.059,734090.1497,184249.15,43466.028,420527
24429.51678,55514.997,713217.5902,182840.95,42171.2,403937
23415.05584,54565.882,692628.5459,180923.03,41505.833,394220
23078.67561,54479.342,678245.1465,179264.67,42124.76,391895
23399.24938,55370.056,670046.6186,179391.21,43302.33,401406
25272.84893,56988.989,673963.8203,179270.63,44446.944,415942
28945.79157,60410.71,699737.1687,182625.14,47472.614,433040
30869.92988,64537.706,741931.3244,189118.77,51444.252,454702
28633.8371,66306.271,748213.5247,195853.33,54555.715,479467
25083.29326,67758.816,767798.4027,204584.1,56018.56,508458
22367.02074,67669.738,790913.6798,210857.8,55166.068,539506
21188.84789,66798.143,809609.3653,212746.57,53631.158,569201
20625.08742,68963.367,789233.4286,211875.74,52204.881,593686
21024.83734,70644.199,770456.622,210410.19,50972.805,612762
22136.01498,71447.401,776934.773,211655.26,49739.282,625640
24402.32002,71980.074,785029.7594,209432.09,50290.733,633152
28126.82242,71318.708,801029.4883,203660.6,50962.914,632792
32062.60189,74579.143,836424.6931,196310.92,53888.29,619431
34169.95067,73377.242,859702.5315,191473.49,57578.027,596466
33018.19801,71026.898,870266.1435,194447.4,56733.534,574881
31766.46025,70273.764,851298.9211,192736.57,53544.528,547942
30022.47651,67030.576,834903.3781,192245.19,49792.69,511213
28228.27912,63054.971,809697.2377,192619.92,46550.711,473594
27060.49854,58732.983,768363.0561,191312.79,43119.944,445527
25927.05996,55756.817,740756.3084,188802.33,41308.47,424173
24849.97975,53677.497,717805.7315,187679.68,40071.073,408055
23637.83136,52726.826,695736.7825,185555.73,39282.268,398094
23245.25651,52572.269,677321.8524,184270.33,39200.236,396060
23688.10036,53692.78,664086.5598,183721.1,39715.33,404317
25561.24226,55442.013,660196.1213,183837.58,41101.953,419693
29168.75813,59077.603,673233.8343,187299.95,43655.548,434408
30714.07369,63025.333,694128.0548,191706.23,47633.083,457292
28800.92763,64943.547,732943.5128,198731.81,52183.315,483216
25938.62536,66098.555,794734.0468,206981.29,54465.261,512706
24300.01187,65970.122,832330.4813,213589.7,54398.337,543142
23123.75931,65022.471,858077.9413,215834.38,53276.56,572397
23457.81104,66773.352,844551.4778,214854.59,52523.262,599220
23760.10842,68114.308,849770.7439,212889.44,51319.836,619778
24745.73934,68548.327,860881.8381,213128.5,50513.958,632258
26485.55644,68701.982,863295.0814,209589.93,50959.279,637070
29392.63694,68768.766,861900.3326,203660.06,52759.999,633544
32754.05122,72605.58,858577.9394,196510.59,55175.613,617758
34830.94656,71751.708,829105.9106,193134.26,58535.151,595128
33840.71257,69138.218,816758.8123,196001.84,56933.194,575848
32464.46611,67906.697,835318.989,194198.02,53538.612,552013
30739.00235,65153.291,841236.7307,193423.82,49534.407,520242
29136.07273,61079.667,824269.4657,193684.66,45608.133,484696
27880.14469,57152.943,785723.524,192040.33,42291.455,453741
26813.41742,54080.753,759249.0184,187893.96,40389.432,429924
25525.71904,52228.295,733739.5182,184567.97,39518.28,414248
24315.59342,51086.24,708999.7302,181754.58,39254.066,402344
23765.66055,50645.457,688299.5339,178526.72,39913.567,396232
24056.89153,50840.508,673191.955,176933.21,42900.419,396201
25880.12089,50343.231,668129.5459,178767.22,48951.532,399721
29347.29159,51094.526,681375.3302,183473.79,52313.109,406983
30928.38687,53749.269,703797.3949,186855.2,53297.149,427919
28526.98651,55756.1,748997.2776,190426.05,55382.147,458488
24636.88105,56694.521,820367.0442,198473.45,56829.18,492299
21659.09782,57067.409,862373.7147,203127.91,57125.246,526541
20755.21825,56698.73,890579.3255,204028.67,56340.799,557751
21515.43014,56987.072,872975.0518,203372,55525.993,582904
22503.58981,57318.159,878307.707,200623.22,54601.061,602641
23849.36424,57817.387,893434.1999,200352.94,54845.698,616263
26091.26849,59068.523,896738.7385,201411.72,56116.433,624144
29302.16186,62436.375,895288.9338,197273.02,57703.491,625377
32862.44988,69365.428,890854.0662,191838.66,58783.282,613635
34910.6727,69146.196,855485.8232,191292.71,62066.645,591880
34023.95583,65774.885,842200.846,198301.24,61407.244,571907
32730.72306,62998.726,861807.5673,194683.82,57443.657,545905
31091.28341,59496.899,868128.4645,193854.29,52471.51,514055
29184.00553,55866.606,850199.2811,192839.56,47762.372,480148
27956.45481,52263.909,808588.3017,190554.99,44730.176,449291
26773.11915,49405.776,771280.4123,186926.63,42562.076,425820
25633.06137,47389.63,745877.7307,182143.24,41878.366,409164
24657.85677,46168.207,721282.6867,178749.19,41315.564,397387
24067.48941,45617.889,700727.2354,176641.65,41772.224,390888
24196.93892,45085.857,685703.6411,175630.15,44702.521,388813
25922.88066,43305.331,680592.824,178434.71,49460.422,389028
29473.24106,42708.734,693662.6735,183356.64,52953.012,394175
31148.25489,44283.722,715961.4993,187964.53,53453.413,415251
28629.60839,45956.034,761115.8214,191633.75,54692.908,448765
24874.2742,47818.153,832407.3379,199422.79,56121.806,488341
22074.24963,49290.393,874165.0446,204033.6,55420.021,529033
20512.13033,49357.324,902218.6603,205824.7,54260.736,566206
20115.23002,49101.8,884357.8176,205747.91,52969.671,595855
20234.19464,49104.488,889765.4357,203424.44,52134.482,618190
21212.78878,50092.613,905141.8915,205538,52088.657,634047
23545.87203,51959.169,908373.4256,204709.84,53375.069,644339
27080.97067,55714.696,907008.9441,199639.86,55618.145,648118
31385.87695,65000.904,902433.193,189691.17,57264.927,637848
34026.50213,65018.32,867030.4251,186077.97,61300.022,617987
33535.58657,63074.455,853786.0181,193538.47,60585.461,598709
32514.2821,60911.581,873121.6484,191505.03,56667.413,572303
30944.42966,58269.205,879643.7817,189323.35,52181.91,536047
29021.5205,54568.996,861996.1669,189143.25,47599.04,499813
27904.46124,51415.764,820829.4676,186136.14,44595.695,469598
26560.65321,49115.705,761817.3435,182568.83,42803.597,447127
25447.97231,47903.406,739204.8069,178760.46,42213.889,431064
24358.4744,47251.479,717112.0155,175154.91,42097.757,421876
23733.84902,47523.167,698652.4923,172561.93,42838.513,420551
24071.87556,49085.89,685192.5157,172403.36,45498.025,431193
25867.6544,50958.048,680728.5084,176064.15,50983.585,449792
29306.197,55067.58,693385.8509,181505.18,54158.967,468593
30853.28778,59288.043,714349.1075,184799.46,54349.575,494022
28082.42584,61174.008,756180.956,188431.75,54593.388,526836
24313.50603,62671.112,821141.566,197410.32,54871.567,563412
21308.06819,62766.211,858853.9579,203984.14,54095.354,599593
19613.76868,62096.232,883804.3388,206722.65,53122.515,633480
18920.79238,64232.434,866185.6575,207149.29,51968.96,660747
19176.044,65703.584,870520.8388,204414.08,50964.31,679796
20226.11456,66473.349,884915.3034,205267.87,51484.486,692483
23004.56676,67277.91,887973.1246,205442.82,53123.786,698055
27078.49035,66973.024,886897.5604,199479.76,55049.961,695928
31028.42965,72384.199,883003.0151,190937.43,55918.514,682435
32958.59387,72165.966,850366.5079,188524.15,59114.805,659030
32217.52632,69752.323,839094.7362,195558.9,59280.58,636430
31356.15428,68782.171,856994.5565,193830.54,55651.525,605685
30121.15442,65244.932,861678.1613,192480.48,50749.009,565082
28706.80808,60728.038,845336.6546,192648.38,46327.206,524161
27945.68204,56358.282,807938.1308,190190.24,43404.997,490877
26731.63045,53406.474,753278.8537,186462.74,42119.631,465782
25430.9257,51694.497,730106.9099,182307.29,41303.366,448650
24207.87719,50834.996,707799.1486,178388.63,40802.657,436826
23547.29619,50861.009,689227.2023,175798.01,41349.539,434072
23481.97832,52001.373,675596.7549,174612.65,43528.187,443999
24153.43866,53249.717,671165.724,177577,48687.678,463312
25708.8581,57057.81,683384.9159,184282.38,51232.03,479607
26373.40362,60802.768,704086.027,187725.49,51763.184,502942
25380.06985,62355.991,744942.7911,192834.09,53222.455,533221
22970.41513,63816.87,810087.5917,201744.61,53978.119,567584
21062.76342,63673.623,847956.121,206740.58,53469.71,601794
19970.94836,62741.444,873873.4247,208492.61,53147.747,633890
19033.30419,64924.149,857505.6339,210091.83,52656.407,659106
18748.99854,66592.122,861608.14,208034.68,52139.237,677296
19622.84494,67397.747,875667.7528,209097.72,52256.969,688915
22123.02868,68350.978,878887.3965,209419.6,53641.789,692242
25738.90068,67686.241,877801.884,202858.92,55461.186,689888
29416.73193,73187.372,874676.9534,194269.37,55626.245,675697
31476.61932,72682.991,842746.1188,191715.87,59365.384,651102
30703.99128,70294.23,830993.3928,199888.11,59469.925,627939
29726.82601,69347.733,848418.1547,198559.43,55277.216,598456
28740.82682,65895.613,854093.1305,196629.94,50807.059,558680
